Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   4892/7328     0.112     0.128      0.86     0.114      1.21       106      0.89
     0/2   4893/7328     0.112     0.128      0.86     0.114      1.21       137     0.897
     0/2   4894/7328     0.112     0.128      0.86     0.114      1.21        87     0.884
     0/2   4895/7328     0.112     0.128      0.86     0.114      1.21        97     0.814
     0/2   4896/7328     0.112     0.128      0.86     0.114      1.21        75     0.891
     0/2   4897/7328     0.112     0.128      0.86     0.114      1.21       143      0.87
     0/2   4898/7328     0.112     0.128      0.86     0.114      1.21       110     0.841
     0/2   4899/7328     0.112     0.128      0.86     0.114      1.21       117      0.84
     0/2   4900/7328     0.112     0.128      0.86     0.114      1.21       119     0.807
     0/2   4901/7328     0.112     0.128      0.86     0.114      1.21       136     0.878
     0/2   4902/7328     0.112     0.128     0.859     0.113      1.21        87     0.958
     0/2   4903/7328     0.112     0.128     0.859     0.113      1.21       113     0.935
     0/2   4904/7328     0.112     0.128     0.859     0.113      1.21        95     0.848
     0/2   4905/7328     0.112     0.128     0.859     0.113      1.21        60     0.832
     0/2   4906/7328     0.112     0.128     0.859     0.113      1.21       121     0.956
     0/2   4907/7328     0.112     0.128     0.859     0.113      1.21        99     0.928
     0/2   4908/7328     0.112     0.128     0.859     0.113      1.21        90     0.906
     0/2   4909/7328     0.112     0.128     0.859     0.113      1.21       151     0.834
     0/2   4910/7328     0.112     0.128     0.859     0.113      1.21       117     0.876
     0/2   4911/7328     0.112     0.128     0.859     0.113      1.21       153      1.01
     0/2   4912/7328     0.112     0.128     0.859     0.113      1.21       119     0.893
     0/2   4913/7328     0.112     0.128     0.859     0.113      1.21        79     0.969
     0/2   4914/7328     0.112     0.128     0.859     0.113      1.21        97     0.904
     0/2   4915/7328     0.112     0.128     0.859     0.113      1.21        75     0.877
     0/2   4916/7328     0.112     0.128     0.859     0.113      1.21       127     0.885
     0/2   4917/7328     0.112     0.128     0.859     0.113      1.21       117     0.808
     0/2   4918/7328     0.112     0.128     0.859     0.113      1.21       135     0.901
     0/2   4919/7328     0.112     0.128     0.859     0.113      1.21        81     0.863
     0/2   4920/7328     0.112     0.128     0.858     0.113      1.21       116     0.854
     0/2   4921/7328     0.112     0.128     0.858     0.113      1.21       157      0.81
     0/2   4922/7328     0.112     0.128     0.858     0.113      1.21       122     0.849
     0/2   4923/7328     0.112     0.128     0.858     0.113      1.21       139      0.86
     0/2   4924/7328     0.112     0.128     0.858     0.113      1.21        92      0.82
     0/2   4925/7328     0.112     0.128     0.858     0.113      1.21        94     0.857
     0/2   4926/7328     0.112     0.128     0.858     0.113      1.21       137     0.845
     0/2   4927/7328     0.112     0.128     0.858     0.113      1.21       101     0.831
     0/2   4928/7328     0.112     0.128     0.858     0.113      1.21       117     0.834
     0/2   4929/7328     0.112     0.128     0.858     0.113      1.21       130     0.809
     0/2   4930/7328     0.112     0.128     0.858     0.113      1.21        71     0.916
     0/2   4931/7328     0.112     0.128     0.858     0.113      1.21        93     0.923
     0/2   4932/7328     0.112     0.128     0.858     0.113      1.21       132     0.852
     0/2   4933/7328     0.112     0.128     0.858     0.113      1.21       134     0.835
     0/2   4934/7328     0.112     0.128     0.858     0.113      1.21        85      0.86
     0/2   4935/7328     0.112     0.128     0.858     0.113      1.21       115     0.849
     0/2   4936/7328     0.112     0.128     0.858     0.113      1.21       186     0.863
     0/2   4937/7328     0.112     0.128     0.858     0.113      1.21       114     0.844
     0/2   4938/7328     0.112     0.128     0.858     0.113      1.21       116     0.956
     0/2   4939/7328     0.112     0.128     0.858     0.113      1.21       111     0.873
     0/2   4940/7328     0.112     0.128     0.858     0.113      1.21       106     0.846
     0/2   4941/7328     0.112     0.128     0.858     0.113      1.21        97     0.994
     0/2   4942/7328     0.112     0.128     0.858     0.113      1.21       108     0.895
     0/2   4943/7328     0.112     0.128     0.858     0.113      1.21       172     0.893
     0/2   4944/7328     0.112     0.128     0.858     0.113      1.21        93     0.858
     0/2   4945/7328     0.112     0.128     0.858     0.113      1.21       182     0.859
     0/2   4946/7328     0.112     0.128     0.858     0.113      1.21        95     0.869
     0/2   4947/7328     0.112     0.128     0.858     0.113      1.21       113     0.877
     0/2   4948/7328     0.112     0.128     0.858     0.113      1.21       156     0.869
     0/2   4949/7328     0.112     0.128     0.858     0.113      1.21       109     0.811
     0/2   4950/7328     0.112     0.128     0.858     0.113      1.21       180     0.828
     0/2   4951/7328     0.112     0.128     0.858     0.113      1.21       123     0.856
     0/2   4952/7328     0.112     0.128     0.858     0.113      1.21       111     0.883
     0/2   4953/7328     0.112     0.128     0.858     0.113      1.21       165     0.868
     0/2   4954/7328     0.112     0.128     0.858     0.113      1.21       104     0.834
     0/2   4955/7328     0.112     0.128     0.857     0.113      1.21        89     0.859
     0/2   4956/7328     0.112     0.128     0.857     0.113      1.21       100     0.861
     0/2   4957/7328     0.112     0.128     0.857     0.113      1.21        95      0.89
     0/2   4958/7328     0.112     0.128     0.857     0.113      1.21       139      0.89
     0/2   4959/7328     0.112     0.128     0.857     0.113      1.21       125     0.865
     0/2   4960/7328     0.112     0.128     0.857     0.113      1.21        86     0.824
     0/2   4961/7328     0.112     0.128     0.857     0.113      1.21       123     0.877
     0/2   4962/7328     0.112     0.128     0.857     0.113      1.21        85     0.828
     0/2   4963/7328     0.112     0.128     0.857     0.113      1.21       137     0.864
     0/2   4964/7328     0.112     0.128     0.857     0.113      1.21        88      0.93
     0/2   4965/7328     0.112     0.128     0.857     0.113      1.21       190     0.852
     0/2   4966/7328     0.112     0.128     0.857     0.113      1.21       138     0.853
     0/2   4967/7328     0.112     0.128     0.857     0.113      1.21       120     0.876
     0/2   4968/7328     0.112     0.128     0.857     0.113      1.21       157     0.833
     0/2   4969/7328     0.112     0.128     0.857     0.113      1.21        91     0.801
     0/2   4970/7328     0.112     0.128     0.857     0.113      1.21       104     0.867
     0/2   4971/7328     0.112     0.128     0.857     0.113      1.21       103     0.875
     0/2   4972/7328     0.112     0.128     0.857     0.113      1.21        74     0.831
     0/2   4973/7328     0.112     0.128     0.857     0.113      1.21       111     0.898
     0/2   4974/7328     0.112     0.128     0.857     0.113      1.21       114     0.904
     0/2   4975/7328     0.112     0.128     0.857     0.113      1.21       125     0.812
     0/2   4976/7328     0.112     0.128     0.857     0.113      1.21       116     0.851
     0/2   4977/7328     0.112     0.128     0.857     0.113      1.21       135     0.836
     0/2   4978/7328     0.112     0.128     0.857     0.113      1.21       106     0.834
     0/2   4979/7328     0.112     0.128     0.857     0.113      1.21        70     0.844
     0/2   4980/7328     0.112     0.128     0.857     0.113      1.21       124     0.857
     0/2   4981/7328     0.112     0.128     0.856     0.113      1.21        87     0.845
     0/2   4982/7328     0.112     0.128     0.856     0.113      1.21       119     0.961
     0/2   4983/7328     0.112     0.128     0.856     0.113      1.21       175     0.991
     0/2   4984/7328     0.112     0.128     0.856     0.113      1.21       106     0.922
     0/2   4985/7328     0.112     0.128     0.856     0.113      1.21        89     0.869
     0/2   4986/7328     0.112     0.128     0.856     0.113      1.21       129      0.91
     0/2   4987/7328     0.112     0.128     0.856     0.113      1.21       122     0.835
     0/2   4988/7328     0.112     0.128     0.856     0.113      1.21       104     0.868
     0/2   4989/7328     0.112     0.128     0.856     0.113      1.21       123     0.851
     0/2   4990/7328     0.112     0.128     0.856     0.113      1.21       109     0.784
     0/2   4991/7328     0.112     0.128     0.856     0.113      1.21       145     0.907
     0/2   4992/7328     0.112     0.128     0.856     0.113      1.21       131     0.919
     0/2   4993/7328     0.112     0.128     0.856     0.113      1.21       119     0.832
     0/2   4994/7328     0.112     0.128     0.856     0.113      1.21        70     0.821
     0/2   4995/7328     0.112     0.128     0.856     0.113      1.21       159     0.929
     0/2   4996/7328     0.112     0.128     0.856     0.113      1.21       125     0.919
     0/2   4997/7328     0.112     0.128     0.856     0.113      1.21       176     0.972
     0/2   4998/7328     0.112     0.128     0.856     0.113      1.21       149      0.86
     0/2   4999/7328     0.112     0.128     0.856     0.113      1.21       190     0.925
     0/2   5000/7328     0.112     0.128     0.856     0.113      1.21       112     0.872
     0/2   5001/7328     0.112     0.128     0.856     0.113      1.21        86     0.875
     0/2   5002/7328     0.112     0.128     0.856     0.113      1.21        72      1.01
     0/2   5003/7328     0.112     0.128     0.856     0.113      1.21       106      0.91
     0/2   5004/7328     0.112     0.128     0.856     0.113      1.21       121     0.924
     0/2   5005/7328     0.112     0.128     0.856     0.113      1.21       114     0.856
     0/2   5006/7328     0.112     0.128     0.856     0.113      1.21       130     0.842
     0/2   5007/7328     0.112     0.128     0.856     0.113      1.21       100     0.826
     0/2   5008/7328     0.112     0.128     0.856     0.113      1.21       116     0.839
     0/2   5009/7328     0.112     0.128     0.855     0.113      1.21        76     0.909
     0/2   5010/7328     0.112     0.128     0.855     0.113      1.21       115     0.838
