Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     0/2   3232/7328     0.112     0.131     0.985     0.124      1.35       105      1.01
     0/2   3233/7328     0.112     0.131     0.985     0.124      1.35        84     0.903
     0/2   3234/7328     0.112     0.131     0.985     0.124      1.35       115     0.881
     0/2   3235/7328     0.112     0.131     0.985     0.124      1.35       114     0.842
     0/2   3236/7328     0.112     0.131     0.985     0.124      1.35        94     0.857
     0/2   3237/7328     0.112     0.131     0.985     0.124      1.35       115     0.965
     0/2   3238/7328     0.112     0.131     0.985     0.124      1.35       155     0.896
     0/2   3239/7328     0.112     0.131     0.985     0.124      1.35        90     0.911
     0/2   3240/7328     0.112     0.131     0.985     0.124      1.35       115     0.909
     0/2   3241/7328     0.112     0.131     0.985     0.124      1.35       134     0.923
     0/2   3242/7328     0.112     0.131     0.984     0.124      1.35       104     0.945
     0/2   3243/7328     0.112     0.131     0.984     0.124      1.35       131     0.856
     0/2   3244/7328     0.112     0.131     0.984     0.124      1.35        95     0.896
     0/2   3245/7328     0.112     0.131     0.984     0.124      1.35       116     0.889
     0/2   3246/7328     0.112     0.131     0.984     0.124      1.35       153     0.826
     0/2   3247/7328     0.112     0.131     0.984     0.124      1.35       106     0.921
     0/2   3248/7328     0.112     0.131     0.984     0.124      1.35       241     0.837
     0/2   3249/7328     0.112     0.131     0.984     0.124      1.35        72     0.902
     0/2   3250/7328     0.112     0.131     0.984     0.124      1.35       137     0.972
     0/2   3251/7328     0.112     0.131     0.984     0.124      1.35       112     0.849
     0/2   3252/7328     0.112     0.131     0.984     0.124      1.35        77     0.888
     0/2   3253/7328     0.112     0.131     0.984     0.124      1.35       115     0.933
     0/2   3254/7328     0.112     0.131     0.984     0.124      1.35       130     0.922
     0/2   3255/7328     0.112     0.131     0.984     0.124      1.35        85     0.866
     0/2   3256/7328     0.112     0.131     0.984     0.124      1.35       110     0.878
     0/2   3257/7328     0.112     0.131     0.984     0.124      1.35        92     0.809
     0/2   3258/7328     0.112     0.131     0.984     0.124      1.35       120      1.03
     0/2   3259/7328     0.112     0.131     0.984     0.124      1.35       120     0.934
     0/2   3260/7328     0.112     0.131     0.984     0.124      1.35       171      0.94
     0/2   3261/7328     0.112     0.131     0.983     0.124      1.35        77      0.94
     0/2   3262/7328     0.112     0.131     0.983     0.124      1.35        63     0.837
     0/2   3263/7328     0.112     0.131     0.983     0.124      1.35       138     0.858
     0/2   3264/7328     0.112     0.131     0.983     0.124      1.35       192      1.16
     0/2   3265/7328     0.112     0.131     0.983     0.124      1.35       145     0.831
     0/2   3266/7328     0.112     0.131     0.983     0.124      1.35       102     0.863
     0/2   3267/7328     0.112     0.131     0.983     0.124      1.35       141     0.922
     0/2   3268/7328     0.112     0.131     0.983     0.124      1.35       142     0.884
     0/2   3269/7328     0.112     0.131     0.983     0.124      1.35       155     0.933
     0/2   3270/7328     0.112     0.131     0.983     0.124      1.35        88     0.839
     0/2   3271/7328     0.112     0.131     0.983     0.124      1.35       135     0.956
     0/2   3272/7328     0.112     0.131     0.983     0.124      1.35       154     0.883
     0/2   3273/7328     0.112     0.131     0.983     0.124      1.35       179     0.934
     0/2   3274/7328     0.112     0.131     0.983     0.124      1.35       116      0.92
     0/2   3275/7328     0.112     0.131     0.983     0.124      1.35       119     0.841
     0/2   3276/7328     0.112     0.131     0.983     0.124      1.35       136     0.913
     0/2   3277/7328     0.112     0.131     0.983     0.124      1.35       113     0.908
     0/2   3278/7328     0.112     0.131     0.983     0.124      1.35        97     0.943
     0/2   3279/7328     0.112     0.131     0.983     0.124      1.35       126     0.886
     0/2   3280/7328     0.112     0.131     0.983     0.124      1.35       125     0.873
     0/2   3281/7328     0.112     0.131     0.982     0.124      1.35       124     0.871
     0/2   3282/7328     0.112     0.131     0.982     0.123      1.35       114     0.891
     0/2   3283/7328     0.112     0.131     0.982     0.123      1.35       122     0.871
     0/2   3284/7328     0.112     0.131     0.982     0.123      1.35        79     0.916
     0/2   3285/7328     0.112     0.131     0.982     0.124      1.35       178     0.862
     0/2   3286/7328     0.112     0.131     0.982     0.124      1.35        99     0.924
     0/2   3287/7328     0.112     0.131     0.982     0.123      1.35        97     0.902
     0/2   3288/7328     0.112     0.131     0.982     0.123      1.35        95     0.868
     0/2   3289/7328     0.112     0.131     0.982     0.124      1.35       138     0.892
     0/2   3290/7328     0.112     0.131     0.982     0.123      1.35        83     0.892
     0/2   3291/7328     0.112     0.131     0.982     0.123      1.35        97     0.971
     0/2   3292/7328     0.112     0.131     0.982     0.123      1.35       111     0.825
     0/2   3293/7328     0.112     0.131     0.982     0.123      1.35       122     0.933
     0/2   3294/7328     0.112     0.131     0.982     0.123      1.35        94     0.892
     0/2   3295/7328     0.112     0.131     0.982     0.123      1.35       123     0.854
     0/2   3296/7328     0.112     0.131     0.982     0.123      1.35       100     0.846
     0/2   3297/7328     0.112     0.131     0.981     0.123      1.35        92      0.94
     0/2   3298/7328     0.112     0.131     0.981     0.124      1.35       160     0.936
     0/2   3299/7328     0.112     0.131     0.981     0.124      1.35       121     0.889
     0/2   3300/7328     0.112     0.131     0.981     0.124      1.35       131      1.01
     0/2   3301/7328     0.112     0.131     0.981     0.123      1.35       100      0.86
     0/2   3302/7328     0.112     0.131     0.981     0.123      1.35       123      0.86
     0/2   3303/7328     0.112     0.131     0.981     0.123      1.35       122     0.869
     0/2   3304/7328     0.112     0.131     0.981     0.123      1.35        89     0.934
     0/2   3305/7328     0.112     0.131     0.981     0.124      1.35       172      0.84
     0/2   3306/7328     0.112     0.131     0.981     0.124      1.35        82     0.899
     0/2   3307/7328     0.112     0.131     0.981     0.124      1.35       129     0.918
     0/2   3308/7328     0.112     0.131     0.981     0.124      1.35        98     0.954
     0/2   3309/7328     0.112     0.131     0.981     0.124      1.35       120     0.871
     0/2   3310/7328     0.112     0.131     0.981     0.124      1.35       135     0.847
     0/2   3311/7328     0.112     0.131     0.981     0.124      1.35       144     0.875
     0/2   3312/7328     0.112     0.131     0.981     0.124      1.35       121     0.985
     0/2   3313/7328     0.112     0.131     0.981     0.124      1.35       105       0.9
     0/2   3314/7328     0.112     0.131     0.981     0.124      1.35       155     0.846
     0/2   3315/7328     0.112     0.131     0.981     0.123      1.35       102     0.926
     0/2   3316/7328     0.112     0.131      0.98     0.123      1.35       126     0.845
     0/2   3317/7328     0.112     0.131      0.98     0.123      1.35        77     0.957
     0/2   3318/7328     0.112     0.131      0.98     0.123      1.35        88     0.921
     0/2   3319/7328     0.112     0.131      0.98     0.123      1.35       130      0.88
     0/2   3320/7328     0.112     0.131      0.98     0.123      1.35       143     0.855
     0/2   3321/7328     0.112     0.131      0.98     0.123      1.35        98     0.933
     0/2   3322/7328     0.112     0.131      0.98     0.123      1.35       118     0.881
     0/2   3323/7328     0.112     0.131      0.98     0.123      1.35       123     0.853
     0/2   3324/7328     0.112     0.131      0.98     0.123      1.35       114     0.847
     0/2   3325/7328     0.112     0.131      0.98     0.123      1.35       170     0.892
     0/2   3326/7328     0.112     0.131      0.98     0.123      1.35        89     0.846
     0/2   3327/7328     0.112     0.131      0.98     0.123      1.35       148     0.864
     0/2   3328/7328     0.113     0.131      0.98     0.123      1.35       131     0.862
     0/2   3329/7328     0.113     0.131      0.98     0.123      1.35       182     0.915
     0/2   3330/7328     0.113     0.131     0.981     0.123      1.35       145     0.941
     0/2   3331/7328     0.113     0.131      0.98     0.123      1.35        83     0.902
     0/2   3332/7328     0.113     0.131      0.98     0.123      1.35        83     0.947
     0/2   3333/7328     0.112     0.131      0.98     0.123      1.35        89     0.819
     0/2   3334/7328     0.112     0.131      0.98     0.123      1.35        84     0.851
     0/2   3335/7328     0.112     0.131      0.98     0.123      1.35        98      0.87
     0/2   3336/7328     0.112     0.131      0.98     0.123      1.35       144     0.916
     0/2   3337/7328     0.112     0.131      0.98     0.123      1.35       119     0.926
     0/2   3338/7328     0.112     0.131      0.98     0.123      1.35       160     0.896
     0/2   3339/7328     0.112     0.131      0.98     0.123      1.35       134      0.88
     0/2   3340/7328     0.112     0.131      0.98     0.123      1.35       155     0.867
     0/2   3341/7328     0.112     0.131      0.98     0.123      1.35        98     0.907
     0/2   3342/7328     0.112     0.131      0.98     0.123      1.35        77      0.92
     0/2   3343/7328     0.112     0.131      0.98     0.123      1.35       120     0.865
     0/2   3344/7328     0.112     0.131      0.98     0.123      1.35       115     0.937
     0/2   3345/7328     0.112     0.131     0.979     0.123      1.35       122     0.961
     0/2   3346/7328     0.112     0.131     0.979     0.123      1.35        95     0.916
     0/2   3347/7328     0.112     0.131     0.979     0.123      1.35       126     0.852
     0/2   3348/7328     0.112     0.131     0.979     0.123      1.35        88     0.894
     0/2   3349/7328     0.112     0.131     0.979     0.123      1.35       117     0.907
     0/2   3350/7328     0.112     0.131     0.979     0.123      1.35       156      1.02
     0/2   3351/7328     0.112     0.131     0.979     0.123      1.35       153     0.864
     0/2   3352/7328     0.112     0.131     0.979     0.123      1.35       105     0.976
     0/2   3353/7328     0.112     0.131     0.979     0.123      1.35       127     0.862
     0/2   3354/7328     0.112     0.131     0.979     0.123      1.35       163     0.912
     0/2   3355/7328     0.112     0.131     0.979     0.123      1.35       139     0.868
     0/2   3356/7328     0.112     0.131     0.979     0.123      1.35       124     0.965
     0/2   3357/7328     0.112     0.131     0.979     0.123      1.35        93     0.917
     0/2   3358/7328     0.113     0.131     0.979     0.123      1.35        97     0.907
     0/2   3359/7328     0.113     0.131     0.979     0.123      1.35        72      0.81
     0/2   3360/7328     0.113     0.131     0.979     0.123      1.35        98     0.977
     0/2   3361/7328     0.113     0.131     0.979     0.123      1.35       128     0.841
     0/2   3362/7328     0.113     0.131     0.979     0.123      1.35       123      0.89
     0/2   3363/7328     0.113     0.131     0.979     0.123      1.35       116     0.971
     0/2   3364/7328     0.113     0.131     0.979     0.123      1.35       119     0.896
     0/2   3365/7328     0.112     0.131     0.979     0.123      1.35       111     0.856
     0/2   3366/7328     0.112     0.131     0.979     0.123      1.35       167     0.878
     0/2   3367/7328     0.112     0.131     0.979     0.123      1.35       132      1.12
     0/2   3368/7328     0.112     0.131     0.979     0.123      1.35       102     0.887
     0/2   3369/7328     0.112     0.131     0.979     0.123      1.35       141     0.861
     0/2   3370/7328     0.112     0.131     0.978     0.123      1.35        94     0.879
     0/2   3371/7328     0.112     0.131     0.978     0.123      1.35       119      0.85
     0/2   3372/7328     0.112     0.131     0.978     0.123      1.35       118     0.837
     0/2   3373/7328     0.112     0.131     0.978     0.123      1.34        85     0.865
     0/2   3374/7328     0.112     0.131     0.978     0.123      1.34        93     0.932
     0/2   3375/7328     0.112     0.131     0.978     0.123      1.34        94     0.875
     0/2   3376/7328     0.112     0.131     0.978     0.123      1.34       148     0.879
     0/2   3377/7328     0.112     0.131     0.978     0.123      1.34       111     0.873
     0/2   3378/7328     0.112     0.131     0.978     0.123      1.34        93     0.947
     0/2   3379/7328     0.112     0.131     0.978     0.123      1.34       213     0.878
     0/2   3380/7328     0.112     0.131     0.978     0.123      1.34       153     0.781
     0/2   3381/7328     0.112     0.131     0.978     0.123      1.34       142     0.916
     0/2   3382/7328     0.112     0.131     0.978     0.123      1.34        88      1.02
     0/2   3383/7328     0.112     0.131     0.978     0.123      1.34        97     0.869
     0/2   3384/7328     0.112     0.131     0.978     0.123      1.34       113     0.917
     0/2   3385/7328     0.112     0.131     0.978     0.123      1.34        85     0.903
     0/2   3386/7328     0.112     0.131     0.978     0.123      1.34       134     0.849
     0/2   3387/7328     0.112     0.131     0.978     0.123      1.34       105     0.904
     0/2   3388/7328     0.112     0.131     0.978     0.123      1.34       140     0.838
     0/2   3389/7328     0.112     0.131     0.978     0.123      1.34       105     0.866
     0/2   3390/7328     0.112     0.131     0.977     0.123      1.34        67     0.937
     0/2   3391/7328     0.112     0.131     0.977     0.123      1.34       106     0.842
     0/2   3392/7328     0.112     0.131     0.977     0.123      1.34        89     0.941
     0/2   3393/7328     0.112     0.131     0.977     0.123      1.34       105     0.883
     0/2   3394/7328     0.112     0.131     0.977     0.123      1.34       147     0.912
     0/2   3395/7328     0.112     0.131     0.977     0.123      1.34       102     0.884
     0/2   3396/7328     0.112     0.131     0.977     0.123      1.34        90     0.928
     0/2   3397/7328     0.112     0.131     0.977     0.123      1.34        60     0.927
     0/2   3398/7328     0.112     0.131     0.977     0.123      1.34       125     0.981
     0/2   3399/7328     0.112     0.131     0.977     0.123      1.34       129     0.836
     0/2   3400/7328     0.112     0.131     0.977     0.123      1.34       149     0.946
     0/2   3401/7328     0.112     0.131     0.977     0.123      1.34       147     0.897
     0/2   3402/7328     0.112     0.131     0.977     0.123      1.34       176     0.918
     0/2   3403/7328     0.112     0.131     0.977     0.123      1.34       122     0.951
     0/2   3404/7328     0.112     0.131     0.977     0.123      1.34       101     0.952
     0/2   3405/7328     0.112     0.131     0.976     0.123      1.34       103     0.892
     0/2   3406/7328     0.112     0.131     0.976     0.123      1.34       111     0.893
     0/2   3407/7328     0.112     0.131     0.976     0.123      1.34       115     0.836
     0/2   3408/7328     0.112     0.131     0.976     0.123      1.34        98     0.848
     0/2   3409/7328     0.112     0.131     0.976     0.123      1.34       105     0.852
     0/2   3410/7328     0.112     0.131     0.976     0.123      1.34       113     0.874
     0/2   3411/7328     0.112     0.131     0.976     0.123      1.34       174     0.902
     0/2   3412/7328     0.112     0.131     0.976     0.123      1.34       113     0.882
     0/2   3413/7328     0.112     0.131     0.976     0.123      1.34       118     0.957
     0/2   3414/7328     0.112     0.131     0.976     0.123      1.34       111     0.988
     0/2   3415/7328     0.112     0.131     0.976     0.123      1.34        74     0.833
     0/2   3416/7328     0.112     0.131     0.976     0.123      1.34       118     0.933
     0/2   3417/7328     0.112     0.131     0.976     0.123      1.34       150     0.892
     0/2   3418/7328     0.112     0.131     0.976     0.123      1.34       110     0.878
     0/2   3419/7328     0.112     0.131     0.976     0.123      1.34       131      0.92
     0/2   3420/7328     0.112     0.131     0.976     0.123      1.34       143      1.01
     0/2   3421/7328     0.112     0.131     0.976     0.123      1.34       132     0.888
     0/2   3422/7328     0.112     0.131     0.976     0.123      1.34       128     0.869
     0/2   3423/7328     0.112     0.131     0.976     0.123      1.34       103     0.847
     0/2   3424/7328     0.112     0.131     0.976     0.123      1.34       115     0.932
     0/2   3425/7328     0.112     0.131     0.976     0.123      1.34       115     0.948
     0/2   3426/7328     0.112     0.131     0.975     0.123      1.34        87     0.828
     0/2   3427/7328     0.112     0.131     0.975     0.123      1.34        69     0.828
     0/2   3428/7328     0.112     0.131     0.975     0.123      1.34        72     0.832
     0/2   3429/7328     0.112     0.131     0.975     0.123      1.34        94     0.885
     0/2   3430/7328     0.112     0.131     0.975     0.123      1.34       141     0.926
     0/2   3431/7328     0.112     0.131     0.975     0.123      1.34       108     0.864
     0/2   3432/7328     0.112     0.131     0.975     0.123      1.34       157     0.968
     0/2   3433/7328     0.112     0.131     0.975     0.123      1.34       115      0.94
     0/2   3434/7328     0.112     0.131     0.975     0.123      1.34       151     0.838
     0/2   3435/7328     0.112     0.131     0.975     0.123      1.34       112     0.873
     0/2   3436/7328     0.112     0.131     0.975     0.123      1.34        70     0.927
     0/2   3437/7328     0.112     0.131     0.975     0.123      1.34        85     0.904
     0/2   3438/7328     0.112     0.131     0.975     0.123      1.34       121     0.918
     0/2   3439/7328     0.112     0.131     0.974     0.123      1.34        67     0.881
     0/2   3440/7328     0.112     0.131     0.974     0.123      1.34       159     0.884
     0/2   3441/7328     0.112     0.131     0.974     0.123      1.34        94     0.971
     0/2   3442/7328     0.112     0.131     0.974     0.123      1.34       120     0.923
     0/2   3443/7328     0.112     0.131     0.974     0.123      1.34        85     0.867
     0/2   3444/7328     0.112     0.131     0.974     0.123      1.34       139     0.844
     0/2   3445/7328     0.112     0.131     0.974     0.123      1.34       108     0.842
     0/2   3446/7328     0.112     0.131     0.974     0.123      1.34       106       0.9
     0/2   3447/7328     0.112     0.131     0.974     0.123      1.34       111      0.92
     0/2   3448/7328     0.112     0.131     0.974     0.123      1.34        95     0.877
     0/2   3449/7328     0.112     0.131     0.974     0.123      1.34       103     0.904
     0/2   3450/7328     0.112     0.131     0.974     0.123      1.34       140     0.832
     0/2   3451/7328     0.112     0.131     0.974     0.123      1.34       118     0.919
     0/2   3452/7328     0.112     0.131     0.973     0.123      1.34        73      0.94
     0/2   3453/7328     0.112     0.131     0.973     0.123      1.34       117     0.859
     0/2   3454/7328     0.112     0.131     0.973     0.123      1.34        97     0.898
     0/2   3455/7328     0.112     0.131     0.973     0.123      1.34       136     0.925
     0/2   3456/7328     0.112     0.131     0.973     0.123      1.34       141     0.919
     0/2   3457/7328     0.112     0.131     0.973     0.123      1.34        97     0.834
     0/2   3458/7328     0.112     0.131     0.973     0.123      1.34       167     0.872
     0/2   3459/7328     0.112     0.131     0.973     0.123      1.34       142     0.886
     0/2   3460/7328     0.112     0.131     0.973     0.123      1.34       163     0.875
     0/2   3461/7328     0.112     0.131     0.973     0.123      1.34       127     0.826
     0/2   3462/7328     0.112     0.131     0.973     0.123      1.34       117     0.866
     0/2   3463/7328     0.112     0.131     0.973     0.123      1.34       103     0.849
     0/2   3464/7328     0.112     0.131     0.973     0.123      1.34       123     0.859
     0/2   3465/7328     0.112     0.131     0.973     0.123      1.34        83     0.929
     0/2   3466/7328     0.112     0.131     0.973     0.123      1.34       166      0.94
     0/2   3467/7328     0.112     0.131     0.973     0.123      1.34       111     0.846
     0/2   3468/7328     0.112     0.131     0.973     0.123      1.34        73     0.844
     0/2   3469/7328     0.112     0.131     0.973     0.123      1.34       107     0.867
     0/2   3470/7328     0.112     0.131     0.973     0.123      1.34        95     0.952
     0/2   3471/7328     0.112     0.131     0.973     0.123      1.34       118     0.886
     0/2   3472/7328     0.112     0.131     0.973     0.123      1.34       105     0.937
     0/2   3473/7328     0.112     0.131     0.972     0.123      1.34        81     0.822
     0/2   3474/7328     0.112     0.131     0.972     0.123      1.34        73     0.937
     0/2   3475/7328     0.112     0.131     0.972     0.123      1.34       118     0.881
     0/2   3476/7328     0.112      0.13     0.972     0.123      1.34        86     0.878
     0/2   3477/7328     0.112     0.131     0.972     0.123      1.34       170     0.835
     0/2   3478/7328     0.112     0.131     0.972     0.123      1.34       121     0.956
     0/2   3479/7328     0.112     0.131     0.972     0.123      1.34        78     0.953
     0/2   3480/7328     0.112     0.131     0.972     0.123      1.34       241     0.899
     0/2   3481/7328     0.112     0.131     0.972     0.123      1.34       170     0.964
     0/2   3482/7328     0.112     0.131     0.972     0.123      1.34       193     0.833
     0/2   3483/7328     0.112     0.131     0.972     0.123      1.34       162     0.883
     0/2   3484/7328     0.112     0.131     0.972     0.123      1.34       144         1
     0/2   3485/7328     0.112     0.131     0.972     0.123      1.34       101     0.878
     0/2   3486/7328     0.112     0.131     0.972     0.123      1.34       130     0.913
     0/2   3487/7328     0.112     0.131     0.972     0.123      1.34       125     0.931
     0/2   3488/7328     0.112     0.131     0.972     0.123      1.34        92     0.919
     0/2   3489/7328     0.112     0.131     0.972     0.123      1.34       126     0.874
     0/2   3490/7328     0.112     0.131     0.972     0.123      1.34       134     0.914
     0/2   3491/7328     0.112      0.13     0.972     0.123      1.34        99     0.897
     0/2   3492/7328     0.112      0.13     0.972     0.123      1.34       175     0.941
     0/2   3493/7328     0.112      0.13     0.972     0.123      1.34       124     0.846
     0/2   3494/7328     0.112      0.13     0.972     0.123      1.34       129     0.854
     0/2   3495/7328     0.112      0.13     0.972     0.123      1.34       164     0.861
     0/2   3496/7328     0.112      0.13     0.972     0.123      1.34        94     0.879
     0/2   3497/7328     0.112      0.13     0.972     0.123      1.34       138      0.92
     0/2   3498/7328     0.112     0.131     0.972     0.123      1.34       112     0.934
     0/2   3499/7328     0.112     0.131     0.972     0.123      1.34       137     0.879
     0/2   3500/7328     0.112     0.131     0.972     0.123      1.34       102     0.834
     0/2   3501/7328     0.112     0.131     0.972     0.123      1.34       129     0.856
     0/2   3502/7328     0.112     0.131     0.972     0.123      1.34       101     0.829
     0/2   3503/7328     0.112     0.131     0.972     0.123      1.34       140      0.88
     0/2   3504/7328     0.112     0.131     0.971     0.123      1.34        90     0.883
     0/2   3505/7328     0.112     0.131     0.972     0.123      1.34       126     0.864
     0/2   3506/7328     0.112     0.131     0.971     0.123      1.34        82     0.913
     0/2   3507/7328     0.112      0.13     0.971     0.123      1.34        65     0.936
     0/2   3508/7328     0.112     0.131     0.971     0.123      1.34       181     0.856
     0/2   3509/7328     0.112      0.13     0.971     0.123      1.34       116     0.986
     0/2   3510/7328     0.112      0.13     0.971     0.123      1.34       134     0.807
     0/2   3511/7328     0.112      0.13     0.971     0.123      1.34       136     0.917
     0/2   3512/7328     0.112      0.13     0.971     0.123      1.34       135     0.804
     0/2   3513/7328     0.112      0.13     0.971     0.123      1.34       108     0.873
     0/2   3514/7328     0.112      0.13     0.971     0.123      1.34       183     0.898
     0/2   3515/7328     0.112      0.13     0.971     0.123      1.34       107         1
     0/2   3516/7328     0.112      0.13     0.971     0.123      1.34       156      0.82
     0/2   3517/7328     0.112      0.13     0.971     0.123      1.34        66     0.869
     0/2   3518/7328     0.112      0.13     0.971     0.123      1.34       102     0.891
     0/2   3519/7328     0.112      0.13     0.971     0.123      1.34       101     0.939
     0/2   3520/7328     0.112      0.13     0.971     0.123      1.34        59     0.966
     0/2   3521/7328     0.112      0.13     0.971     0.123      1.34       150     0.785
     0/2   3522/7328     0.112      0.13     0.971     0.123      1.34       131      0.93
     0/2   3523/7328     0.112      0.13     0.971     0.123      1.34       125     0.952
     0/2   3524/7328     0.112      0.13     0.971     0.123      1.34       114     0.877
     0/2   3525/7328     0.112      0.13      0.97     0.123      1.34       147     0.865
     0/2   3526/7328     0.112      0.13      0.97     0.123      1.34       107     0.961
     0/2   3527/7328     0.112      0.13      0.97     0.123      1.34       118     0.919
     0/2   3528/7328     0.112      0.13      0.97     0.123      1.34       141     0.978
     0/2   3529/7328     0.112      0.13      0.97     0.123      1.34       117     0.967
     0/2   3530/7328     0.112      0.13      0.97     0.123      1.34       113     0.869
     0/2   3531/7328     0.112      0.13      0.97     0.123      1.34        83     0.861
     0/2   3532/7328     0.112      0.13      0.97     0.123      1.34        96     0.964
     0/2   3533/7328     0.112      0.13      0.97     0.123      1.34       154         1
     0/2   3534/7328     0.112      0.13      0.97     0.123      1.34       114      0.88
     0/2   3535/7328     0.112      0.13      0.97     0.123      1.34       144      0.98
     0/2   3536/7328     0.112      0.13      0.97     0.123      1.34       101     0.895
     0/2   3537/7328     0.112      0.13      0.97     0.123      1.34       192     0.803
     0/2   3538/7328     0.112      0.13      0.97     0.123      1.34       126     0.905
     0/2   3539/7328     0.112      0.13      0.97     0.123      1.34       121     0.823
     0/2   3540/7328     0.112      0.13      0.97     0.123      1.34        79      1.01
     0/2   3541/7328     0.112      0.13      0.97     0.123      1.34       142      1.06
     0/2   3542/7328     0.112      0.13      0.97     0.123      1.34        96     0.873
     0/2   3543/7328     0.112      0.13      0.97     0.123      1.34       125     0.875
     0/2   3544/7328     0.112      0.13     0.969     0.123      1.34       126     0.969
     0/2   3545/7328     0.112      0.13     0.969     0.123      1.34       125     0.865
     0/2   3546/7328     0.112      0.13     0.969     0.123      1.33       120     0.831
     0/2   3547/7328     0.112      0.13     0.969     0.123      1.33        71     0.866
     0/2   3548/7328     0.112      0.13     0.969     0.123      1.33        92     0.974
     0/2   3549/7328     0.112      0.13     0.969     0.123      1.33       133     0.895
     0/2   3550/7328     0.112      0.13     0.969     0.123      1.33        97     0.879
     0/2   3551/7328     0.112      0.13     0.969     0.123      1.33       132     0.859
     0/2   3552/7328     0.112      0.13     0.969     0.123      1.33       122     0.876
     0/2   3553/7328     0.112      0.13     0.969     0.123      1.33        96     0.847
     0/2   3554/7328     0.112      0.13     0.969     0.123      1.33       169     0.869
     0/2   3555/7328     0.112      0.13     0.969     0.123      1.33       138     0.832
     0/2   3556/7328     0.112      0.13     0.969     0.123      1.33       165     0.984
     0/2   3557/7328     0.112      0.13     0.969     0.123      1.33        75     0.833
     0/2   3558/7328     0.112      0.13     0.969     0.123      1.33       114     0.861
     0/2   3559/7328     0.112      0.13     0.969     0.123      1.33       148      1.01
     0/2   3560/7328     0.112      0.13     0.969     0.123      1.33        86     0.812
     0/2   3561/7328     0.112      0.13     0.969     0.123      1.33       106         1
     0/2   3562/7328     0.112      0.13     0.969     0.123      1.33       277     0.898
     0/2   3563/7328     0.112      0.13     0.969     0.123      1.33        80       0.9
     0/2   3564/7328     0.112      0.13     0.969     0.123      1.33        88     0.961
     0/2   3565/7328     0.112      0.13     0.969     0.123      1.33       115     0.821
     0/2   3566/7328     0.112      0.13     0.969     0.123      1.33        96      0.88
     0/2   3567/7328     0.112      0.13     0.969     0.123      1.33       122     0.866
     0/2   3568/7328     0.112      0.13     0.968     0.123      1.33        92      0.87
     0/2   3569/7328     0.112      0.13     0.968     0.123      1.33        78      0.88
     0/2   3570/7328     0.112      0.13     0.968     0.123      1.33       117     0.811
     0/2   3571/7328     0.112      0.13     0.968     0.123      1.33        90     0.859
     0/2   3572/7328     0.112      0.13     0.968     0.123      1.33       113     0.871
     0/2   3573/7328     0.112      0.13     0.968     0.123      1.33       134      0.85
     0/2   3574/7328     0.112      0.13     0.968     0.123      1.33        62     0.807
     0/2   3575/7328     0.112      0.13     0.968     0.123      1.33       142     0.973
     0/2   3576/7328     0.112      0.13     0.968     0.123      1.33       122      0.87
     0/2   3577/7328     0.112      0.13     0.968     0.123      1.33        91     0.907
     0/2   3578/7328     0.112      0.13     0.968     0.123      1.33       118     0.867
     0/2   3579/7328     0.112      0.13     0.968     0.123      1.33       137     0.875
     0/2   3580/7328     0.112      0.13     0.968     0.123      1.33       103     0.902
     0/2   3581/7328     0.112      0.13     0.968     0.123      1.33        80     0.822
     0/2   3582/7328     0.112      0.13     0.968     0.123      1.33       104      0.81
     0/2   3583/7328     0.112      0.13     0.967     0.123      1.33       114     0.843
     0/2   3584/7328     0.112      0.13     0.967     0.123      1.33       120     0.834
     0/2   3585/7328     0.112      0.13     0.967     0.123      1.33       155     0.905
     0/2   3586/7328     0.112      0.13     0.967     0.123      1.33       111     0.857
     0/2   3587/7328     0.112      0.13     0.967     0.123      1.33       150      0.86
     0/2   3588/7328     0.112      0.13     0.967     0.123      1.33       142     0.834
     0/2   3589/7328     0.112      0.13     0.967     0.123      1.33        60     0.836
     0/2   3590/7328     0.112      0.13     0.967     0.123      1.33       125     0.925
     0/2   3591/7328     0.112      0.13     0.967     0.123      1.33        83     0.954
     0/2   3592/7328     0.112      0.13     0.967     0.122      1.33        87     0.926
     0/2   3593/7328     0.112      0.13     0.967     0.122      1.33       149     0.887
     0/2   3594/7328     0.112      0.13     0.967     0.122      1.33        98      1.05
     0/2   3595/7328     0.112      0.13     0.967     0.122      1.33        87     0.836
     0/2   3596/7328     0.112      0.13     0.967     0.122      1.33       124     0.856
     0/2   3597/7328     0.112      0.13     0.966     0.122      1.33        90      0.87
     0/2   3598/7328     0.112      0.13     0.966     0.122      1.33       105     0.881
     0/2   3599/7328     0.112      0.13     0.967     0.122      1.33       169     0.837
     0/2   3600/7328     0.112      0.13     0.966     0.122      1.33       106     0.945
     0/2   3601/7328     0.112      0.13     0.967     0.122      1.33       146     0.868
     0/2   3602/7328     0.112      0.13     0.967     0.122      1.33       121     0.856
     0/2   3603/7328     0.112      0.13     0.966     0.122      1.33        85     0.853
     0/2   3604/7328     0.112      0.13     0.966     0.122      1.33       115     0.915
     0/2   3605/7328     0.112      0.13     0.966     0.122      1.33       103     0.847
     0/2   3606/7328     0.112      0.13     0.966     0.122      1.33       113     0.838
     0/2   3607/7328     0.112      0.13     0.966     0.122      1.33       124     0.976
     0/2   3608/7328     0.112      0.13     0.966     0.122      1.33        74     0.913
