Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
/gpfs/accounts/robosub_team_root/robosub_team/bdmanley/modelcompression-2019/venv/lib64/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp
Loading dataloaders..
      Image      Total          P          R        mAP
     1/2   6444/7328     0.111     0.128      0.88     0.114      1.23       142      0.97
     1/2   6445/7328     0.111     0.128      0.88     0.114      1.23        77     0.919
     1/2   6446/7328     0.111     0.128      0.88     0.114      1.23       106     0.975
     1/2   6447/7328     0.111     0.128      0.88     0.114      1.23       159     0.999
     1/2   6448/7328     0.111     0.128      0.88     0.114      1.23       107     0.923
     1/2   6449/7328     0.111     0.128      0.88     0.114      1.23       110       1.2
     1/2   6450/7328     0.111     0.128      0.88     0.114      1.23       163      1.16
     1/2   6451/7328     0.111     0.128      0.88     0.114      1.23       133     0.928
     1/2   6452/7328     0.111     0.128      0.88     0.114      1.23       159      1.01
     1/2   6453/7328     0.111     0.128      0.88     0.114      1.23       130     0.987
     1/2   6454/7328     0.111     0.128      0.88     0.114      1.23       143      1.05
     1/2   6455/7328     0.111     0.128      0.88     0.114      1.23       114     0.982
     1/2   6456/7328     0.111     0.128      0.88     0.114      1.23        62      1.02
     1/2   6457/7328     0.111     0.128      0.88     0.114      1.23       152     0.944
     1/2   6458/7328     0.111     0.128      0.88     0.114      1.23       134     0.979
     1/2   6459/7328     0.111     0.128      0.88     0.114      1.23       139      1.01
     1/2   6460/7328     0.111     0.128      0.88     0.114      1.23        86     0.964
     1/2   6461/7328     0.111     0.128      0.88     0.114      1.23        89      1.05
     1/2   6462/7328     0.111     0.128      0.88     0.114      1.23       180     0.986
     1/2   6463/7328     0.111     0.128      0.88     0.114      1.23       174       1.1
     1/2   6464/7328     0.111     0.128      0.88     0.114      1.23       115      1.04
     1/2   6465/7328     0.111     0.128      0.88     0.114      1.23       131     0.998
     1/2   6466/7328     0.111     0.128      0.88     0.114      1.23        92      1.04
     1/2   6467/7328     0.111     0.128      0.88     0.114      1.23        82         1
     1/2   6468/7328     0.111     0.128      0.88     0.114      1.23        90      0.88
     1/2   6469/7328     0.111     0.128      0.88     0.114      1.23       127     0.989
     1/2   6470/7328     0.111     0.128      0.88     0.114      1.23       151      1.06
     1/2   6471/7328     0.111     0.128      0.88     0.114      1.23        98     0.992
     1/2   6472/7328     0.111     0.128      0.88     0.114      1.23        87      0.94
     1/2   6473/7328     0.111     0.128      0.88     0.114      1.23       154     0.895
     1/2   6474/7328     0.111     0.128      0.88     0.114      1.23       180      1.04
     1/2   6475/7328     0.111     0.128      0.88     0.114      1.23       128      1.07
     1/2   6476/7328     0.111     0.128      0.88     0.114      1.23        92      1.07
     1/2   6477/7328     0.111     0.128      0.88     0.114      1.23        84      1.09
     1/2   6478/7328     0.111     0.128      0.88     0.114      1.23       106     0.961
     1/2   6479/7328     0.111     0.128      0.88     0.114      1.23       158     0.995
     1/2   6480/7328     0.111     0.128      0.88     0.114      1.23       109     0.955
     1/2   6481/7328     0.111     0.128      0.88     0.114      1.23       140     0.925
     1/2   6482/7328     0.111     0.128      0.88     0.114      1.23       110     0.948
     1/2   6483/7328     0.111     0.128     0.879     0.114      1.23       114      1.06
     1/2   6484/7328     0.111     0.128     0.879     0.114      1.23       118      1.09
     1/2   6485/7328     0.111     0.128     0.879     0.114      1.23        95     0.984
     1/2   6486/7328     0.111     0.128     0.879     0.114      1.23        86     0.967
     1/2   6487/7328     0.111     0.128     0.879     0.114      1.23       139      1.09
     1/2   6488/7328     0.111     0.128     0.879     0.114      1.23       112     0.939
     1/2   6489/7328     0.111     0.128     0.879     0.114      1.23        96     0.985
     1/2   6490/7328     0.111     0.128     0.879     0.114      1.23       154      1.11
     1/2   6491/7328     0.111     0.128     0.879     0.114      1.23       133      1.05
     1/2   6492/7328     0.111     0.128     0.879     0.114      1.23       141     0.997
     1/2   6493/7328     0.111     0.128     0.879     0.114      1.23       129     0.899
     1/2   6494/7328     0.111     0.128     0.879     0.114      1.23        88     0.981
     1/2   6495/7328     0.111     0.128     0.879     0.114      1.23       154      1.09
     1/2   6496/7328     0.111     0.128     0.879     0.114      1.23       132     0.972
     1/2   6497/7328     0.111     0.128     0.879     0.114      1.23        82      1.04
     1/2   6498/7328     0.111     0.128     0.879     0.114      1.23       126      1.07
     1/2   6499/7328     0.111     0.128     0.879     0.114      1.23       115     0.994
     1/2   6500/7328     0.111     0.128     0.879     0.114      1.23        72     0.945
     1/2   6501/7328     0.111     0.128     0.879     0.114      1.23       117      1.03
     1/2   6502/7328     0.111     0.128     0.879     0.114      1.23       151      1.02
     1/2   6503/7328     0.111     0.128     0.879     0.114      1.23       162     0.946
     1/2   6504/7328     0.111     0.128     0.879     0.114      1.23       147     0.997
     1/2   6505/7328     0.111     0.128     0.879     0.114      1.23       175      1.02
     1/2   6506/7328     0.111     0.128     0.879     0.114      1.23        95     0.974
     1/2   6507/7328     0.111     0.128     0.879     0.114      1.23        87      1.35
     1/2   6508/7328     0.111     0.128     0.879     0.114      1.23       124     0.966
     1/2   6509/7328     0.111     0.128     0.879     0.114      1.23       107     0.991
     1/2   6510/7328     0.111     0.128     0.879     0.114      1.23       187       1.1
     1/2   6511/7328     0.111     0.128     0.879     0.114      1.23       119      1.04
     1/2   6512/7328     0.111     0.128     0.879     0.114      1.23       153     0.923
     1/2   6513/7328     0.111     0.128     0.879     0.114      1.23       155     0.974
     1/2   6514/7328     0.111     0.128     0.879     0.114      1.23        89     0.976
     1/2   6515/7328     0.111     0.128     0.879     0.114      1.23        77     0.988
     1/2   6516/7328     0.111     0.128     0.879     0.114      1.23       136      1.05
     1/2   6517/7328     0.111     0.128     0.879     0.114      1.23       177     0.932
     1/2   6518/7328     0.111     0.128     0.879     0.114      1.23       142      1.01
     1/2   6519/7328     0.111     0.128     0.879     0.114      1.23       130     0.874
     1/2   6520/7328     0.111     0.128     0.879     0.114      1.23        62     0.945
     1/2   6521/7328     0.111     0.128     0.879     0.114      1.23        88     0.984
     1/2   6522/7328     0.111     0.128     0.879     0.114      1.23       130     0.925
     1/2   6523/7328     0.111     0.128     0.879     0.114      1.23        90     0.978
     1/2   6524/7328     0.111     0.128     0.879     0.114      1.23       174      1.04
     1/2   6525/7328     0.111     0.128     0.879     0.114      1.23       122     0.973
     1/2   6526/7328     0.111     0.128     0.879     0.114      1.23       157      1.16
     1/2   6527/7328     0.111     0.128     0.879     0.114      1.23        83         1
     1/2   6528/7328     0.111     0.128     0.879     0.114      1.23       135      1.06
     1/2   6529/7328     0.111     0.128     0.879     0.114      1.23       139      0.85
     1/2   6530/7328     0.111     0.128     0.879     0.114      1.23       157      1.03
     1/2   6531/7328     0.111     0.128     0.879     0.114      1.23        92     0.937
     1/2   6532/7328     0.111     0.128     0.879     0.114      1.23        61     0.997
     1/2   6533/7328     0.111     0.128     0.879     0.114      1.23       123     0.908
     1/2   6534/7328     0.111     0.127     0.879     0.114      1.23       130     0.955
     1/2   6535/7328     0.111     0.127     0.879     0.114      1.23        97     0.933
     1/2   6536/7328     0.111     0.127     0.879     0.114      1.23        97     0.928
     1/2   6537/7328     0.111     0.127     0.879     0.114      1.23       141      1.04
     1/2   6538/7328     0.111     0.127     0.879     0.114      1.23       118     0.974
     1/2   6539/7328     0.111     0.127     0.879     0.114      1.23       132     0.984
     1/2   6540/7328     0.111     0.127     0.879     0.114      1.23       126     0.986
     1/2   6541/7328     0.111     0.127     0.879     0.114      1.23        95      1.08
     1/2   6542/7328     0.111     0.127     0.879     0.114      1.23        90     0.969
     1/2   6543/7328     0.111     0.127     0.879     0.114      1.23       138     0.923
     1/2   6544/7328     0.111     0.127     0.879     0.114      1.23       137      1.06
     1/2   6545/7328     0.111     0.127     0.879     0.114      1.23       117     0.916
     1/2   6546/7328     0.111     0.127     0.879     0.114      1.23       144     0.962
     1/2   6547/7328     0.111     0.127     0.879     0.114      1.23       142      1.03
     1/2   6548/7328     0.111     0.127     0.879     0.114      1.23       105     0.937
     1/2   6549/7328     0.111     0.127     0.879     0.114      1.23       141      1.09
     1/2   6550/7328     0.111     0.127     0.879     0.114      1.23       158      1.15
     1/2   6551/7328     0.111     0.127     0.879     0.114      1.23       171     0.948
     1/2   6552/7328     0.111     0.127     0.879     0.114      1.23       114     0.966
     1/2   6553/7328     0.111     0.127     0.879     0.114      1.23       120      1.13
     1/2   6554/7328     0.111     0.127     0.879     0.114      1.23       150      1.03
     1/2   6555/7328     0.111     0.127     0.879     0.114      1.23       103      0.96
     1/2   6556/7328     0.111     0.127     0.879     0.114      1.23       147      0.95
     1/2   6557/7328     0.111     0.127     0.879     0.114      1.23       131     0.991
     1/2   6558/7328     0.111     0.127     0.879     0.114      1.23       100      1.04
     1/2   6559/7328     0.111     0.127     0.879     0.114      1.23       137      1.04
     1/2   6560/7328     0.111     0.127     0.879     0.114      1.23        94      1.04
     1/2   6561/7328     0.111     0.127     0.879     0.114      1.23       131      1.09
     1/2   6562/7328     0.111     0.127     0.879     0.114      1.23       121     0.947
     1/2   6563/7328     0.111     0.127     0.879     0.114      1.23        65     0.873
     1/2   6564/7328     0.111     0.127     0.879     0.114      1.23        86      1.03
     1/2   6565/7328     0.111     0.127     0.878     0.114      1.23        85     0.979
     1/2   6566/7328     0.111     0.127     0.878     0.114      1.23       123     0.962
     1/2   6567/7328     0.111     0.127     0.878     0.114      1.23       138      1.02
     1/2   6568/7328     0.111     0.127     0.878     0.114      1.23       124      1.04
     1/2   6569/7328     0.111     0.127     0.878     0.114      1.23        82      0.96
     1/2   6570/7328     0.111     0.127     0.878     0.114      1.23       128     0.961
     1/2   6571/7328     0.111     0.127     0.878     0.114      1.23       135      1.06
     1/2   6572/7328     0.111     0.128     0.878     0.114      1.23       147     0.897
     1/2   6573/7328     0.111     0.128     0.878     0.114      1.23        82     0.999
     1/2   6574/7328     0.111     0.127     0.878     0.114      1.23       124      1.01
     1/2   6575/7328     0.111     0.128     0.878     0.114      1.23        96     0.963
     1/2   6576/7328     0.111     0.128     0.878     0.114      1.23       104      1.05
     1/2   6577/7328     0.111     0.128     0.878     0.114      1.23       114      1.14
     1/2   6578/7328     0.111     0.128     0.878     0.114      1.23        72      1.03
     1/2   6579/7328     0.111     0.127     0.878     0.114      1.23       111     0.964
     1/2   6580/7328     0.111     0.128     0.878     0.114      1.23        85      1.08
     1/2   6581/7328     0.111     0.127     0.878     0.114      1.23        63     0.985
     1/2   6582/7328     0.111     0.127     0.878     0.114      1.23        67       1.1
     1/2   6583/7328     0.111     0.127     0.878     0.114      1.23       104     0.967
     1/2   6584/7328     0.111     0.127     0.878     0.114      1.23       133      1.21
     1/2   6585/7328     0.111     0.127     0.878     0.114      1.23       182     0.971
     1/2   6586/7328     0.111     0.128     0.878     0.114      1.23       154     0.975
     1/2   6587/7328     0.111     0.127     0.878     0.114      1.23        70     0.897
     1/2   6588/7328     0.111     0.127     0.878     0.114      1.23       115      0.94
     1/2   6589/7328     0.111     0.128     0.878     0.114      1.23       150     0.912
     1/2   6590/7328     0.111     0.128     0.878     0.114      1.23       133     0.974
     1/2   6591/7328     0.111     0.128     0.878     0.114      1.23       135         1
     1/2   6592/7328     0.111     0.128     0.878     0.114      1.23       148     0.994
     1/2   6593/7328     0.111     0.128     0.878     0.114      1.23        97      1.02
     1/2   6594/7328     0.111     0.128     0.878     0.114      1.23       171      1.04
     1/2   6595/7328     0.111     0.128     0.878     0.114      1.23       141      1.05
     1/2   6596/7328     0.111     0.128     0.878     0.114      1.23       107     0.893
     1/2   6597/7328     0.111     0.127     0.878     0.114      1.23        58      1.07
     1/2   6598/7328     0.111     0.127     0.878     0.114      1.23       126      1.09
     1/2   6599/7328     0.111     0.127     0.878     0.114      1.23       128     0.914
     1/2   6600/7328     0.111     0.127     0.878     0.114      1.23       158     0.985
     1/2   6601/7328     0.111     0.128     0.878     0.114      1.23       119         1
     1/2   6602/7328     0.111     0.128     0.878     0.114      1.23       164      1.01
     1/2   6603/7328     0.111     0.128     0.878     0.114      1.23       115      1.03
     1/2   6604/7328     0.111     0.128     0.878     0.114      1.23       105      1.04
     1/2   6605/7328     0.111     0.128     0.878     0.114      1.23       114     0.994
     1/2   6606/7328     0.111     0.128     0.878     0.114      1.23       102     0.927
     1/2   6607/7328     0.111     0.128     0.878     0.114      1.23       103     0.981
     1/2   6608/7328     0.111     0.128     0.878     0.114      1.23        63      1.01
     1/2   6609/7328     0.111     0.128     0.878     0.114      1.23       106     0.942
     1/2   6610/7328     0.111     0.127     0.878     0.114      1.23        83     0.942
     1/2   6611/7328     0.111     0.127     0.878     0.114      1.23       168      1.02
     1/2   6612/7328     0.111     0.127     0.878     0.114      1.23       116     0.941
     1/2   6613/7328     0.111     0.128     0.878     0.114      1.23       115     0.946
     1/2   6614/7328     0.111     0.127     0.878     0.114      1.23       109     0.974
     1/2   6615/7328     0.111     0.127     0.878     0.114      1.23       120      1.05
     1/2   6616/7328     0.111     0.127     0.878     0.114      1.23       126      1.21
     1/2   6617/7328     0.111     0.127     0.878     0.114      1.23       125     0.959
     1/2   6618/7328     0.111     0.127     0.878     0.114      1.23       138     0.898
     1/2   6619/7328     0.111     0.127     0.878     0.114      1.23       106     0.966
     1/2   6620/7328     0.111     0.127     0.878     0.114      1.23       113       1.1
     1/2   6621/7328     0.111     0.127     0.878     0.114      1.23       120     0.915
     1/2   6622/7328     0.111     0.127     0.878     0.114      1.23       147     0.988
     1/2   6623/7328     0.111     0.127     0.878     0.114      1.23        95     0.978
     1/2   6624/7328     0.111     0.127     0.878     0.114      1.23        99       1.1
     1/2   6625/7328     0.111     0.127     0.878     0.114      1.23       124     0.935
     1/2   6626/7328     0.111     0.127     0.878     0.114      1.23       100     0.983
     1/2   6627/7328     0.111     0.127     0.878     0.114      1.23       115       1.3
     1/2   6628/7328     0.111     0.127     0.878     0.114      1.23       185      1.02
     1/2   6629/7328     0.111     0.127     0.878     0.114      1.23       129      0.94
     1/2   6630/7328     0.111     0.127     0.878     0.114      1.23       172     0.943
     1/2   6631/7328     0.111     0.127     0.878     0.114      1.23        84      0.97
     1/2   6632/7328     0.111     0.127     0.878     0.114      1.23       134      1.03
     1/2   6633/7328     0.111     0.127     0.878     0.114      1.23        95     0.908
     1/2   6634/7328     0.111     0.127     0.878     0.114      1.23       115     0.918
     1/2   6635/7328     0.111     0.127     0.878     0.114      1.23       117      1.04
     1/2   6636/7328     0.111     0.127     0.878     0.114      1.23        99      1.06
     1/2   6637/7328     0.111     0.127     0.877     0.114      1.23       135     0.938
     1/2   6638/7328     0.111     0.127     0.877     0.114      1.23        98      1.07
     1/2   6639/7328     0.111     0.127     0.877     0.114      1.23       114      1.05
     1/2   6640/7328     0.111     0.127     0.877     0.114      1.23       128     0.922
     1/2   6641/7328     0.111     0.127     0.877     0.114      1.23       153     0.889
     1/2   6642/7328     0.111     0.127     0.877     0.114      1.23       160     0.886
     1/2   6643/7328     0.111     0.127     0.877     0.114      1.23       122      1.02
     1/2   6644/7328     0.111     0.127     0.877     0.114      1.23        93      1.07
     1/2   6645/7328     0.111     0.127     0.877     0.114      1.23        89     0.953
     1/2   6646/7328     0.111     0.127     0.877     0.114      1.23       123      1.01
     1/2   6647/7328     0.111     0.127     0.877     0.114      1.23       166      1.27
     1/2   6648/7328     0.111     0.127     0.877     0.114      1.23        72       1.1
     1/2   6649/7328     0.111     0.127     0.877     0.114      1.23       147     0.992
     1/2   6650/7328     0.111     0.127     0.877     0.114      1.23        94      1.04
     1/2   6651/7328     0.111     0.127     0.877     0.114      1.23       142     0.912
     1/2   6652/7328     0.111     0.127     0.877     0.114      1.23        57      1.04
     1/2   6653/7328     0.111     0.127     0.877     0.114      1.23        93     0.823
     1/2   6654/7328     0.111     0.127     0.877     0.114      1.23       132      1.09
     1/2   6655/7328     0.111     0.127     0.877     0.114      1.23        77     0.959
     1/2   6656/7328     0.111     0.127     0.877     0.114      1.23       134     0.949
     1/2   6657/7328     0.111     0.127     0.877     0.114      1.23       139      1.06
     1/2   6658/7328     0.111     0.127     0.877     0.114      1.23       119      1.01
     1/2   6659/7328     0.111     0.127     0.877     0.114      1.23       146      1.04
     1/2   6660/7328     0.111     0.127     0.877     0.114      1.23       159     0.942
     1/2   6661/7328     0.111     0.127     0.877     0.114      1.23       138     0.963
     1/2   6662/7328     0.111     0.127     0.877     0.114      1.23       137      1.04
     1/2   6663/7328     0.111     0.127     0.877     0.114      1.23        75      1.16
     1/2   6664/7328     0.111     0.127     0.877     0.114      1.23        84      0.96
     1/2   6665/7328     0.111     0.127     0.877     0.114      1.23       126     0.973
     1/2   6666/7328     0.111     0.127     0.877     0.114      1.23       140     0.993
     1/2   6667/7328     0.111     0.127     0.877     0.114      1.23        91      1.03
     1/2   6668/7328     0.111     0.127     0.877     0.114      1.23        69      1.09
     1/2   6669/7328     0.111     0.127     0.877     0.114      1.23       139     0.997
     1/2   6670/7328     0.111     0.127     0.877     0.114      1.23       102      1.08
     1/2   6671/7328     0.111     0.127     0.877     0.114      1.23        95      1.02
     1/2   6672/7328     0.111     0.127     0.877     0.114      1.23        97     0.944
     1/2   6673/7328     0.111     0.127     0.877     0.114      1.23        63     0.926
     1/2   6674/7328     0.111     0.127     0.877     0.114      1.23        96     0.955
     1/2   6675/7328     0.111     0.127     0.877     0.114      1.23        89     0.945
     1/2   6676/7328     0.111     0.127     0.877     0.114      1.23       138     0.883
     1/2   6677/7328     0.111     0.127     0.877     0.114      1.23        84      1.06
     1/2   6678/7328     0.111     0.127     0.877     0.114      1.23       143         1
     1/2   6679/7328     0.111     0.127     0.877     0.114      1.23        86      1.05
     1/2   6680/7328     0.111     0.127     0.877     0.114      1.23       132      1.01
     1/2   6681/7328     0.111     0.127     0.877     0.114      1.23       132      1.17
     1/2   6682/7328     0.111     0.127     0.877     0.114      1.23        92      1.01
     1/2   6683/7328     0.111     0.127     0.877     0.114      1.23       123     0.981
     1/2   6684/7328     0.111     0.127     0.877     0.114      1.23       139      1.08
     1/2   6685/7328     0.111     0.127     0.876     0.114      1.23       102      1.03
     1/2   6686/7328     0.111     0.127     0.876     0.114      1.23       103      1.02
     1/2   6687/7328     0.111     0.127     0.876     0.114      1.23        85      1.27
     1/2   6688/7328     0.111     0.127     0.876     0.114      1.23       158       1.1
     1/2   6689/7328     0.111     0.127     0.876     0.114      1.23       125         1
     1/2   6690/7328     0.111     0.127     0.876     0.114      1.23       118      1.11
     1/2   6691/7328     0.111     0.127     0.876     0.114      1.23        84     0.928
     1/2   6692/7328     0.111     0.127     0.876     0.114      1.23       131      0.91
     1/2   6693/7328     0.111     0.127     0.876     0.114      1.23       114      1.02
     1/2   6694/7328     0.111     0.127     0.876     0.114      1.23       124      0.99
     1/2   6695/7328     0.111     0.127     0.876     0.114      1.23       103     0.977
     1/2   6696/7328     0.111     0.127     0.876     0.114      1.23       132     0.976
     1/2   6697/7328     0.111     0.127     0.876     0.114      1.23       101     0.962
     1/2   6698/7328     0.111     0.127     0.876     0.114      1.23       137      1.01
     1/2   6699/7328     0.111     0.127     0.876     0.114      1.23       138     0.977
     1/2   6700/7328     0.111     0.127     0.876     0.114      1.23       181     0.935
     1/2   6701/7328     0.111     0.127     0.876     0.114      1.23       135      1.17
     1/2   6702/7328     0.111     0.127     0.876     0.114      1.23       138      0.95
     1/2   6703/7328     0.111     0.127     0.876     0.114      1.23       171     0.938
     1/2   6704/7328     0.111     0.127     0.876     0.114      1.23       106     0.956
     1/2   6705/7328     0.111     0.127     0.876     0.114      1.23       148       1.2
     1/2   6706/7328     0.111     0.127     0.876     0.114      1.23       142      1.02
     1/2   6707/7328     0.111     0.127     0.876     0.114      1.23        94      1.01
     1/2   6708/7328     0.111     0.127     0.876     0.114      1.23       144      1.04
     1/2   6709/7328     0.111     0.127     0.876     0.114      1.23       112     0.978
     1/2   6710/7328     0.111     0.127     0.876     0.114      1.23       110     0.963
     1/2   6711/7328     0.111     0.127     0.876     0.114      1.23       107     0.906
     1/2   6712/7328     0.111     0.127     0.876     0.114      1.23        73     0.915
     1/2   6713/7328     0.111     0.127     0.876     0.114      1.23        87      1.05
     1/2   6714/7328     0.111     0.127     0.876     0.114      1.23       180      1.06
     1/2   6715/7328     0.111     0.127     0.876     0.114      1.23       120      1.05
     1/2   6716/7328     0.111     0.127     0.876     0.114      1.23       159      1.02
     1/2   6717/7328     0.111     0.127     0.876     0.114      1.23        82      1.09
     1/2   6718/7328     0.111     0.127     0.876     0.114      1.23        98      1.05
     1/2   6719/7328     0.111     0.127     0.876     0.114      1.23        66      1.01
     1/2   6720/7328     0.111     0.127     0.876     0.114      1.23       122     0.915
     1/2   6721/7328     0.111     0.127     0.876     0.114      1.23        88      0.97
     1/2   6722/7328     0.111     0.127     0.876     0.114      1.23        77      1.04
     1/2   6723/7328     0.111     0.127     0.876     0.114      1.23       144      1.07
     1/2   6724/7328     0.111     0.127     0.876     0.114      1.23       144     0.995
     1/2   6725/7328     0.111     0.127     0.876     0.114      1.23       104      1.01
     1/2   6726/7328     0.111     0.127     0.876     0.114      1.23       100      1.07
     1/2   6727/7328     0.111     0.127     0.876     0.114      1.23       141       1.1
     1/2   6728/7328     0.111     0.127     0.876     0.114      1.23       111      1.03
     1/2   6729/7328     0.111     0.127     0.876     0.114      1.23        93      1.04
     1/2   6730/7328     0.111     0.127     0.876     0.114      1.23        85      1.22
     1/2   6731/7328     0.111     0.127     0.876     0.114      1.23       109     0.962
     1/2   6732/7328     0.111     0.127     0.876     0.114      1.23        99      1.18
     1/2   6733/7328     0.111     0.127     0.876     0.114      1.23       105     0.963
     1/2   6734/7328     0.111     0.127     0.876     0.114      1.23        91      1.08
     1/2   6735/7328     0.111     0.127     0.876     0.114      1.23       108      1.18
     1/2   6736/7328     0.111     0.127     0.876     0.114      1.23        95      1.05
     1/2   6737/7328     0.111     0.127     0.875     0.114      1.23        97         1
     1/2   6738/7328     0.111     0.127     0.875     0.114      1.23       114     0.867
     1/2   6739/7328     0.111     0.127     0.875     0.114      1.23        98     0.948
     1/2   6740/7328     0.111     0.127     0.875     0.114      1.23        94      1.02
     1/2   6741/7328     0.111     0.127     0.875     0.114      1.23       118      1.32
     1/2   6742/7328     0.111     0.127     0.875     0.114      1.23       103     0.949
     1/2   6743/7328     0.111     0.127     0.875     0.114      1.23       139      1.21
     1/2   6744/7328     0.111     0.127     0.875     0.114      1.23       123     0.968
     1/2   6745/7328     0.111     0.127     0.875     0.114      1.23       179     0.988
     1/2   6746/7328     0.111     0.127     0.875     0.114      1.23        59     0.983
     1/2   6747/7328     0.111     0.127     0.875     0.114      1.23       102     0.963
     1/2   6748/7328     0.111     0.127     0.875     0.114      1.23        75      1.04
     1/2   6749/7328     0.111     0.127     0.875     0.114      1.23       125      1.01
     1/2   6750/7328     0.111     0.127     0.875     0.114      1.23       129      1.06
     1/2   6751/7328     0.111     0.127     0.875     0.114      1.23       199      1.06
     1/2   6752/7328     0.111     0.127     0.875     0.114      1.23       141      1.04
     1/2   6753/7328     0.111     0.127     0.875     0.114      1.23        84      1.03
     1/2   6754/7328     0.111     0.127     0.875     0.114      1.23       115     0.987
     1/2   6755/7328     0.111     0.127     0.875     0.114      1.23        88     0.932
     1/2   6756/7328     0.111     0.127     0.875     0.114      1.23       104     0.983
     1/2   6757/7328     0.111     0.127     0.875     0.114      1.23       118     0.974
     1/2   6758/7328     0.111     0.127     0.875     0.114      1.23        98      1.09
     1/2   6759/7328     0.111     0.127     0.875     0.114      1.23       123      1.05
     1/2   6760/7328     0.111     0.127     0.875     0.114      1.23       109     0.946
     1/2   6761/7328     0.111     0.127     0.875     0.114      1.23       198      1.03
     1/2   6762/7328     0.111     0.127     0.875     0.114      1.23        94     0.952
     1/2   6763/7328     0.111     0.127     0.875     0.114      1.23        84      1.17
     1/2   6764/7328     0.111     0.127     0.875     0.114      1.23       108      1.08
     1/2   6765/7328     0.111     0.127     0.875     0.114      1.23       154      1.11
     1/2   6766/7328     0.111     0.127     0.875     0.114      1.23       122      1.05
     1/2   6767/7328     0.111     0.127     0.875     0.114      1.23       113     0.949
     1/2   6768/7328     0.111     0.127     0.875     0.114      1.23       139     0.968
     1/2   6769/7328     0.111     0.127     0.875     0.114      1.23        72     0.866
     1/2   6770/7328     0.111     0.127     0.875     0.114      1.23       124     0.909
     1/2   6771/7328     0.111     0.127     0.875     0.114      1.23       118     0.868
     1/2   6772/7328     0.111     0.127     0.875     0.114      1.23       118      1.02
     1/2   6773/7328     0.111     0.127     0.875     0.114      1.23       113     0.965
     1/2   6774/7328     0.111     0.127     0.875     0.114      1.23       152      1.23
     1/2   6775/7328     0.111     0.127     0.875     0.114      1.23        80      1.13
     1/2   6776/7328     0.111     0.127     0.875     0.114      1.23       100     0.957
     1/2   6777/7328     0.111     0.127     0.875     0.114      1.23       186     0.993
     1/2   6778/7328     0.111     0.127     0.875     0.114      1.23       128     0.958
     1/2   6779/7328     0.111     0.127     0.875     0.114      1.23       150     0.966
     1/2   6780/7328     0.111     0.127     0.875     0.114      1.23       143      1.04
     1/2   6781/7328     0.111     0.127     0.875     0.114      1.23       103      1.22
     1/2   6782/7328     0.111     0.127     0.875     0.114      1.23       127      1.07
     1/2   6783/7328     0.111     0.127     0.875     0.114      1.23        76      1.02
     1/2   6784/7328     0.111     0.127     0.875     0.114      1.23       111      0.92
     1/2   6785/7328     0.111     0.127     0.875     0.114      1.23       115      1.07
     1/2   6786/7328     0.111     0.127     0.875     0.114      1.23       106     0.935
     1/2   6787/7328     0.111     0.127     0.875     0.114      1.23       101      0.92
     1/2   6788/7328     0.111     0.127     0.875     0.114      1.23        89     0.995
     1/2   6789/7328     0.111     0.127     0.875     0.114      1.23       123      1.02
     1/2   6790/7328     0.111     0.127     0.875     0.114      1.23       126      0.95
     1/2   6791/7328     0.111     0.127     0.875     0.114      1.23       141      1.03
     1/2   6792/7328     0.111     0.127     0.875     0.114      1.23       133     0.949
     1/2   6793/7328     0.111     0.127     0.875     0.114      1.23        71     0.884
     1/2   6794/7328     0.111     0.127     0.875     0.114      1.23        91      1.03
     1/2   6795/7328     0.111     0.127     0.875     0.114      1.23       140     0.951
     1/2   6796/7328     0.111     0.127     0.875     0.114      1.23       140      1.04
     1/2   6797/7328     0.111     0.127     0.875     0.114      1.23       148     0.954
     1/2   6798/7328     0.111     0.127     0.875     0.114      1.23       142      1.19
     1/2   6799/7328     0.111     0.127     0.875     0.114      1.23       117      1.08
     1/2   6800/7328     0.111     0.127     0.875     0.114      1.23       129      1.13
     1/2   6801/7328     0.111     0.127     0.875     0.114      1.23       100      1.06
     1/2   6802/7328     0.111     0.127     0.874     0.114      1.23        73      0.99
     1/2   6803/7328     0.111     0.127     0.874     0.114      1.23       107     0.939
     1/2   6804/7328     0.111     0.127     0.874     0.114      1.23       109     0.934
     1/2   6805/7328     0.111     0.127     0.875     0.114      1.23       166     0.946
     1/2   6806/7328     0.111     0.127     0.875     0.114      1.23       108       1.1
     1/2   6807/7328     0.111     0.127     0.874     0.114      1.23        95     0.937
     1/2   6808/7328     0.111     0.127     0.874     0.114      1.23       133      1.12
     1/2   6809/7328     0.111     0.127     0.874     0.114      1.23       142     0.969
     1/2   6810/7328     0.111     0.127     0.874     0.114      1.23       101     0.995
     1/2   6811/7328     0.111     0.127     0.874     0.114      1.23        96      1.05
     1/2   6812/7328     0.111     0.127     0.874     0.114      1.23        72      0.97
     1/2   6813/7328     0.111     0.127     0.874     0.114      1.23       126     0.948
     1/2   6814/7328     0.111     0.127     0.874     0.114      1.23        64     0.978
     1/2   6815/7328     0.111     0.127     0.874     0.114      1.23       111     0.985
     1/2   6816/7328     0.111     0.127     0.874     0.114      1.23       124     0.962
