Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
Skipping masking of layer:  BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Skipping masking of layer:  LeakyReLU(negative_slope=0.1)
Skipping masking of layer:  BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Skipping masking of layer:  LeakyReLU(negative_slope=0.1)
Skipping masking of layer:  BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Skipping masking of layer:  LeakyReLU(negative_slope=0.1)
Skipping masking of layer:  BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Skipping masking of layer:  LeakyReLU(negative_slope=0.1)
Skipping masking of layer:  BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Skipping masking of layer:  LeakyReLU(negative_slope=0.1)
Skipping masking of layer:  BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
Skipping masking of layer:  LeakyReLU(negative_slope=0.1)
Skipping masking of layer:  Conv2d(256, 255, kernel_size=(1, 1), stride=(1, 1))
Skipping masking of layer:  YOLOLayer()
Retraining at prune percentage 5.0..
   Epoch       Batch        xy        wh      conf       cls     total  nTargets      time
     0/2      0/7328     0.157      0.74       3.9     0.278      5.08        76      2.86
     0/2      1/7328     0.162     0.793      4.72     0.379      6.05       141      1.29
     0/2      2/7328     0.162     0.883      5.11      0.38      6.54       132      1.25
     0/2      3/7328     0.155     0.881      4.89     0.369      6.29        87      1.19
     0/2      4/7328     0.156     0.926      4.86     0.381      6.32       105      1.16
     0/2      5/7328     0.153     0.926      5.02     0.387      6.48       143      1.24
     0/2      6/7328     0.154     0.893      4.92     0.388      6.36       106      1.11
     0/2      7/7328     0.155     0.931      4.97     0.387      6.44        85      1.17
     0/2      8/7328     0.157      0.92      4.95     0.373       6.4        88      1.24
     0/2      9/7328     0.157     0.924      4.96     0.387      6.43       123      1.14
     0/2     10/7328     0.156     0.915         5     0.394      6.46       109      1.15
     0/2     11/7328     0.155     0.902      4.89     0.391      6.33       104      1.24
     0/2     12/7328     0.154       0.9      4.92     0.393      6.36       111      1.17
     0/2     13/7328     0.154     0.903      4.88     0.405      6.34        69      1.09
     0/2     14/7328     0.157     0.913      4.89     0.427      6.39       148      1.24
     0/2     15/7328     0.157     0.911      4.92      0.42      6.41       121      1.15
     0/2     16/7328     0.157      0.91       4.9     0.425      6.39       142      1.08
     0/2     17/7328     0.156     0.903       4.9     0.429      6.39       116      1.18
     0/2     18/7328     0.157     0.907      4.87     0.432      6.37       145      1.14
     0/2     19/7328     0.155     0.901      4.81     0.426      6.29        96      1.15
     0/2     20/7328     0.155     0.907      4.93      0.43      6.42       156      1.17
     0/2     21/7328     0.154     0.904      4.84     0.429      6.33       101      1.17
     0/2     22/7328     0.155     0.903       4.9     0.433      6.39       157      1.16
     0/2     23/7328     0.155     0.901      4.98     0.432      6.47       191      1.13
     0/2     24/7328     0.154     0.902      5.11     0.426      6.59       193      1.22
     0/2     25/7328     0.154     0.902       5.1     0.425      6.58       103      1.18
     0/2     26/7328     0.154     0.898      5.09     0.423      6.57       131      1.16
     0/2     27/7328     0.154     0.904      5.13     0.434      6.62        94      1.17
     0/2     28/7328     0.153     0.902       5.1     0.436      6.59        90      1.18
     0/2     29/7328     0.153     0.911      5.12     0.436      6.62       160      1.19
     0/2     30/7328     0.153      0.91      5.09     0.439      6.59       118      1.13
     0/2     31/7328     0.153     0.911      5.14     0.444      6.65       179      1.25
     0/2     32/7328     0.152      0.91      5.14     0.446      6.65       135      1.09
     0/2     33/7328     0.153     0.913      5.14     0.449      6.66       140      1.19
     0/2     34/7328     0.153     0.913      5.16     0.448      6.67       115      1.18
     0/2     35/7328     0.153     0.914      5.14     0.447      6.65       117       1.2
     0/2     36/7328     0.153     0.911      5.16      0.45      6.67       150      1.16
     0/2     37/7328     0.154     0.912      5.16      0.45      6.68       111      1.14
     0/2     38/7328     0.154      0.91      5.14      0.45      6.65        92      1.17
     0/2     39/7328     0.154     0.911      5.11     0.449      6.62        97      1.26
     0/2     40/7328     0.154     0.914      5.11     0.451      6.63       105      1.17
     0/2     41/7328     0.154     0.914      5.11     0.452      6.63       108      1.19
     0/2     42/7328     0.155     0.916       5.1     0.452      6.63       109      1.18
     0/2     43/7328     0.154     0.918      5.13      0.45      6.65       143      1.18
     0/2     44/7328     0.155     0.918      5.12     0.447      6.64        95      1.17
     0/2     45/7328     0.155      0.92      5.15     0.452      6.68       185      1.18
     0/2     46/7328     0.155     0.923      5.18     0.451      6.71       185      1.18
     0/2     47/7328     0.156      0.93      5.18     0.452      6.72       111      1.25
     0/2     48/7328     0.155     0.928      5.17     0.453      6.71       135      1.16
     0/2     49/7328     0.155     0.927      5.17     0.455      6.71        91      1.11
     0/2     50/7328     0.156     0.929      5.18     0.451      6.71       126      1.17
     0/2     51/7328     0.156     0.928      5.18     0.456      6.72       156      1.17
     0/2     52/7328     0.156     0.931      5.19     0.454      6.73        91      1.18
     0/2     53/7328     0.156      0.93      5.19     0.452      6.73       117      1.13
     0/2     54/7328     0.156      0.93      5.19     0.453      6.73       122      1.28
     0/2     55/7328     0.156      0.93      5.17     0.451      6.71        96      1.16
     0/2     56/7328     0.156     0.933      5.17     0.455      6.71       121      1.16
     0/2     57/7328     0.156     0.931      5.18     0.456      6.73       137      1.17
     0/2     58/7328     0.155     0.928      5.17     0.456      6.71       116      1.18
     0/2     59/7328     0.155     0.927      5.16     0.454       6.7        97      1.16
     0/2     60/7328     0.155     0.928      5.15     0.455      6.69       112      1.16
     0/2     61/7328     0.156     0.929      5.15     0.456      6.69       100      1.17
     0/2     62/7328     0.156      0.93      5.16     0.454      6.69       111      1.25
     0/2     63/7328     0.156      0.93      5.15     0.453      6.69       117      1.16
     0/2     64/7328     0.156      0.93      5.13     0.454      6.67        91      1.15
     0/2     65/7328     0.156     0.931      5.14     0.454      6.68        97      1.15
     0/2     66/7328     0.155     0.931      5.14     0.455      6.68       146      1.11
     0/2     67/7328     0.155     0.929      5.12     0.457      6.66        74      1.28
     0/2     68/7328     0.156     0.928      5.11     0.456      6.65        89      1.25
     0/2     69/7328     0.156     0.927      5.09     0.456      6.63        92      1.18
     0/2     70/7328     0.156     0.929       5.1     0.455      6.64       172      1.15
     0/2     71/7328     0.156      0.93       5.1     0.458      6.65       100      1.15
     0/2     72/7328     0.156      0.93      5.09     0.457      6.63       128      1.14
     0/2     73/7328     0.156     0.931      5.08     0.457      6.63        94      1.22
     0/2     74/7328     0.156     0.933      5.07     0.459      6.62       102      1.17
     0/2     75/7328     0.156     0.934      5.06     0.459      6.61        95      1.11
     0/2     76/7328     0.155     0.933      5.07      0.46      6.62       146      1.05
     0/2     77/7328     0.155     0.933      5.06      0.46       6.6       103      1.69
     0/2     78/7328     0.155     0.933      5.08      0.46      6.63       151       1.4
     0/2     79/7328     0.155     0.933      5.07     0.464      6.63       118      1.18
     0/2     80/7328     0.155     0.932      5.06     0.462      6.61       134      1.12
     0/2     81/7328     0.155     0.929      5.06     0.465      6.61       104      1.15
     0/2     82/7328     0.155     0.928      5.08     0.466      6.63       133      1.18
     0/2     83/7328     0.155     0.931      5.09     0.467      6.64       138      1.16
     0/2     84/7328     0.155     0.931      5.09     0.469      6.65       119      1.13
     0/2     85/7328     0.155     0.928      5.09     0.469      6.65       125      1.16
     0/2     86/7328     0.155     0.928      5.09     0.471      6.64       142       1.1
     0/2     87/7328     0.155     0.926      5.08     0.468      6.62        81      1.13
     0/2     88/7328     0.155     0.924      5.06     0.467      6.61       101      1.11
     0/2     89/7328     0.155     0.924      5.06     0.467       6.6       120      1.14
     0/2     90/7328     0.155     0.925      5.05     0.465       6.6       101      1.18
     0/2     91/7328     0.155     0.925      5.07     0.467      6.62       142      1.16
     0/2     92/7328     0.155     0.927      5.08     0.467      6.63       113      1.21
     0/2     93/7328     0.155     0.927      5.07     0.468      6.62        85       1.1
     0/2     94/7328     0.155     0.928      5.07     0.469      6.63       115      1.21
     0/2     95/7328     0.155     0.928      5.07      0.47      6.62       110      1.18
     0/2     96/7328     0.155      0.93      5.07     0.472      6.63       128      1.16
     0/2     97/7328     0.154     0.931      5.06     0.474      6.62       119      1.15
     0/2     98/7328     0.155      0.93      5.06     0.475      6.62       132       1.1
     0/2     99/7328     0.155     0.928      5.05     0.475      6.61        67      1.14
     0/2    100/7328     0.155     0.928      5.06     0.474      6.62       154      1.14
     0/2    101/7328     0.155     0.927      5.05     0.474      6.61       113      1.16
     0/2    102/7328     0.154     0.927      5.05     0.475      6.61        81      1.13
     0/2    103/7328     0.155     0.928      5.05     0.475      6.61        92      1.09
     0/2    104/7328     0.155     0.928      5.04     0.475       6.6        87      1.15
     0/2    105/7328     0.155     0.928      5.04     0.475       6.6        97      1.18
     0/2    106/7328     0.155     0.927      5.04     0.475       6.6       136      1.22
     0/2    107/7328     0.155     0.928      5.04     0.477       6.6       109      1.15
     0/2    108/7328     0.155     0.927      5.04     0.477       6.6       104       1.1
     0/2    109/7328     0.155     0.929      5.06     0.477      6.62       153      1.22
