Premature end of JPEG file
Premature end of JPEG file
Premature end of JPEG file
Loading dataloaders..
      Image      Total          P          R        mAP
     1/2    326/7328     0.123     0.165      1.45      0.21      1.95       148      1.18
     1/2    327/7328     0.123     0.165      1.45      0.21      1.95        83       1.2
     1/2    328/7328     0.123     0.165      1.45      0.21      1.95       148      1.21
     1/2    329/7328     0.123     0.165      1.45      0.21      1.95       118      1.24
     1/2    330/7328     0.123     0.165      1.45      0.21      1.95       137      1.23
     1/2    331/7328     0.123     0.165      1.45      0.21      1.95       114      1.22
     1/2    332/7328     0.123     0.165      1.46      0.21      1.95       122       1.3
     1/2    333/7328     0.123     0.165      1.46      0.21      1.96       216      1.25
     1/2    334/7328     0.123     0.165      1.46      0.21      1.95        69       1.2
     1/2    335/7328     0.123     0.165      1.45      0.21      1.95        78      1.23
     1/2    336/7328     0.123     0.165      1.46     0.209      1.95       143      1.32
     1/2    337/7328     0.123     0.165      1.46     0.209      1.95       151      1.23
     1/2    338/7328     0.123     0.165      1.46     0.209      1.95       110      1.48
     1/2    339/7328     0.123     0.165      1.46      0.21      1.95       113       1.2
     1/2    340/7328     0.123     0.165      1.46     0.209      1.95       125      1.31
     1/2    341/7328     0.123     0.165      1.46     0.209      1.95        85      1.31
     1/2    342/7328     0.123     0.165      1.46     0.209      1.95       135      1.17
     1/2    343/7328     0.123     0.165      1.46     0.209      1.96       190      1.29
     1/2    344/7328     0.123     0.165      1.46     0.209      1.96       175      1.32
     1/2    345/7328     0.123     0.165      1.46     0.209      1.96       126      1.62
     1/2    346/7328     0.123     0.165      1.46     0.209      1.96       123      1.31
     1/2    347/7328     0.123     0.165      1.46     0.209      1.96       111      1.27
     1/2    348/7328     0.123     0.165      1.46     0.209      1.96       172      1.24
     1/2    349/7328     0.123     0.165      1.46     0.209      1.96        97      1.19
     1/2    350/7328     0.123     0.165      1.46     0.208      1.96       114      1.48
     1/2    351/7328     0.123     0.165      1.46     0.208      1.95        81      1.26
     1/2    352/7328     0.123     0.165      1.46     0.208      1.95        68      1.19
     1/2    353/7328     0.123     0.165      1.46     0.208      1.95       117       1.2
     1/2    354/7328     0.123     0.165      1.46     0.207      1.95       114      1.26
     1/2    355/7328     0.123     0.165      1.46     0.208      1.95       134       1.2
     1/2    356/7328     0.123     0.165      1.46     0.207      1.95       136      1.26
     1/2    357/7328     0.123     0.165      1.46     0.207      1.95       102      1.24
     1/2    358/7328     0.123     0.165      1.46     0.207      1.95        91      1.17
     1/2    359/7328     0.123     0.165      1.46     0.207      1.95       154      1.23
     1/2    360/7328     0.123     0.165      1.46     0.207      1.95       163      1.19
     1/2    361/7328     0.123     0.165      1.46     0.207      1.95       113      1.33
     1/2    362/7328     0.123     0.165      1.46     0.208      1.96       171      1.42
     1/2    363/7328     0.123     0.165      1.46     0.207      1.96       149      1.26
     1/2    364/7328     0.123     0.165      1.46     0.208      1.96       132      1.23
     1/2    365/7328     0.123     0.165      1.46     0.208      1.96       119      1.15
     1/2    366/7328     0.123     0.165      1.46     0.208      1.96       142      1.23
     1/2    367/7328     0.123     0.165      1.46     0.208      1.96        97      1.28
     1/2    368/7328     0.123     0.165      1.46     0.207      1.95        89      1.28
     1/2    369/7328     0.123     0.165      1.46     0.208      1.95        87      1.37
     1/2    370/7328     0.123     0.165      1.46     0.207      1.95        94      1.21
     1/2    371/7328     0.123     0.165      1.46     0.207      1.95        96      1.39
     1/2    372/7328     0.123     0.165      1.46     0.207      1.95       109      1.28
     1/2    373/7328     0.123     0.165      1.46     0.207      1.95       128      1.23
     1/2    374/7328     0.123     0.165      1.46     0.207      1.95       191      1.24
     1/2    375/7328     0.123     0.165      1.46     0.208      1.95       109      1.27
     1/2    376/7328     0.123     0.165      1.46     0.208      1.95       133      1.31
     1/2    377/7328     0.123     0.165      1.46     0.208      1.95       139      1.42
     1/2    378/7328     0.123     0.165      1.46     0.208      1.95       144       1.7
     1/2    379/7328     0.123     0.165      1.46     0.208      1.95       126      1.24
     1/2    380/7328     0.123     0.165      1.46     0.208      1.95       112      1.26
     1/2    381/7328     0.123     0.165      1.46     0.207      1.95       130      1.16
     1/2    382/7328     0.123     0.165      1.46     0.207      1.95       112      1.48
     1/2    383/7328     0.123     0.165      1.45     0.207      1.95        62      1.56
     1/2    384/7328     0.123     0.165      1.45     0.207      1.95       106       1.4
     1/2    385/7328     0.123     0.165      1.45     0.207      1.95       108      1.34
     1/2    386/7328     0.123     0.165      1.46     0.207      1.95       226      1.29
     1/2    387/7328     0.123     0.165      1.46     0.207      1.95        99      1.24
     1/2    388/7328     0.123     0.165      1.45     0.207      1.95        77      1.41
     1/2    389/7328     0.123     0.165      1.45     0.207      1.95       100      1.14
     1/2    390/7328     0.123     0.165      1.46     0.207      1.95       137      1.29
     1/2    391/7328     0.123     0.165      1.46     0.207      1.95       116      1.15
     1/2    392/7328     0.123     0.165      1.46     0.207      1.95       153      1.27
     1/2    393/7328     0.123     0.165      1.46     0.207      1.95       197       1.3
     1/2    394/7328     0.123     0.165      1.46     0.207      1.95       107      1.18
     1/2    395/7328     0.123     0.165      1.46     0.207      1.95       116      1.21
     1/2    396/7328     0.123     0.165      1.46     0.207      1.95       123      1.09
     1/2    397/7328     0.123     0.165      1.46     0.207      1.95        95      1.36
     1/2    398/7328     0.123     0.165      1.46     0.207      1.95        93      1.29
     1/2    399/7328     0.123     0.165      1.46     0.206      1.95        80      1.33
     1/2    400/7328     0.123     0.165      1.46     0.206      1.95        96      1.24
     1/2    401/7328     0.123     0.165      1.46     0.206      1.95       112      1.24
     1/2    402/7328     0.123     0.165      1.46     0.206      1.95        93      1.33
     1/2    403/7328     0.123     0.165      1.46     0.207      1.95       122      1.42
     1/2    404/7328     0.123     0.165      1.46     0.207      1.95        84      1.43
     1/2    405/7328     0.123     0.165      1.45     0.207      1.95        77      1.33
     1/2    406/7328     0.122     0.165      1.45     0.207      1.95        95       1.2
     1/2    407/7328     0.122     0.165      1.45     0.207      1.95        80      1.28
     1/2    408/7328     0.122     0.165      1.45     0.207      1.95        92      1.26
     1/2    409/7328     0.122     0.165      1.45     0.207      1.95       120       1.3
     1/2    410/7328     0.122     0.165      1.45     0.207      1.95       113      1.21
     1/2    411/7328     0.122     0.165      1.45     0.207      1.95        99      1.34
     1/2    412/7328     0.122     0.165      1.45     0.207      1.95        89      1.31
     1/2    413/7328     0.122     0.165      1.45     0.208      1.95       120      1.72
     1/2    414/7328     0.123     0.165      1.45     0.207      1.95       117       1.5
     1/2    415/7328     0.123     0.165      1.45     0.207      1.95       136      1.34
     1/2    416/7328     0.123     0.165      1.46     0.207      1.95       125      1.24
     1/2    417/7328     0.123     0.165      1.45     0.207      1.95        90      1.21
     1/2    418/7328     0.123     0.165      1.45     0.207      1.95        63      1.22
     1/2    419/7328     0.123     0.165      1.45     0.207      1.95       134      1.35
     1/2    420/7328     0.123     0.165      1.45     0.207      1.95       118      1.34
     1/2    421/7328     0.123     0.165      1.45     0.207      1.95        90      1.53
     1/2    422/7328     0.123     0.165      1.45     0.207      1.95       131      1.26
     1/2    423/7328     0.123     0.165      1.45     0.207      1.95       104      1.19
     1/2    424/7328     0.123     0.165      1.45     0.207      1.95        97      1.25
     1/2    425/7328     0.123     0.165      1.45     0.207      1.95       169      1.25
     1/2    426/7328     0.123     0.165      1.46     0.207      1.95       104      1.31
     1/2    427/7328     0.123     0.165      1.45     0.207      1.95       114      1.23
     1/2    428/7328     0.123     0.165      1.46     0.206      1.95       167      1.45
     1/2    429/7328     0.123     0.165      1.45     0.206      1.95       155      1.38
     1/2    430/7328     0.123     0.165      1.45     0.207      1.95        96      1.26
     1/2    431/7328     0.123     0.165      1.45     0.206      1.95       108      1.21
     1/2    432/7328     0.123     0.165      1.46     0.206      1.95       170      1.26
     1/2    433/7328     0.123     0.165      1.45     0.207      1.95       105      1.17
     1/2    434/7328     0.123     0.165      1.46     0.207      1.95       151      1.16
     1/2    435/7328     0.123     0.165      1.46     0.207      1.95       114      1.23
     1/2    436/7328     0.123     0.165      1.46     0.207      1.95       120      1.31
     1/2    437/7328     0.123     0.165      1.45     0.207      1.95       114       1.2
     1/2    438/7328     0.123     0.165      1.46     0.207      1.95       158      1.19
     1/2    439/7328     0.123     0.165      1.46     0.206      1.95       134      1.26
     1/2    440/7328     0.123     0.165      1.46     0.206      1.95       144      1.21
     1/2    441/7328     0.123     0.165      1.46     0.206      1.95        84      1.46
     1/2    442/7328     0.123     0.165      1.46     0.206      1.95       141      1.21
     1/2    443/7328     0.123     0.165      1.46     0.207      1.95       145      1.16
     1/2    444/7328     0.122     0.165      1.45     0.207      1.95        87       1.4
     1/2    445/7328     0.122     0.165      1.45     0.207      1.95       118      1.32
     1/2    446/7328     0.123     0.165      1.46     0.206      1.95       137      1.26
     1/2    447/7328     0.123     0.165      1.46     0.206      1.95       154      1.24
     1/2    448/7328     0.123     0.165      1.46     0.206      1.95        91      1.18
     1/2    449/7328     0.123     0.165      1.46     0.206      1.95       123      1.31
     1/2    450/7328     0.123     0.165      1.46     0.206      1.95       104      1.28
     1/2    451/7328     0.123     0.165      1.46     0.206      1.95       173      1.32
     1/2    452/7328     0.123     0.165      1.46     0.207      1.95       167      1.25
     1/2    453/7328     0.123     0.165      1.46     0.206      1.95       126      1.24
     1/2    454/7328     0.123     0.165      1.46     0.206      1.95       114      1.29
     1/2    455/7328     0.123     0.165      1.46     0.206      1.95       105      1.37
     1/2    456/7328     0.123     0.165      1.46     0.206      1.95       119      1.28
     1/2    457/7328     0.123     0.165      1.46     0.206      1.95       123      1.77
     1/2    458/7328     0.123     0.165      1.46     0.206      1.95       125      1.75
     1/2    459/7328     0.123     0.165      1.46     0.206      1.95        84      1.22
     1/2    460/7328     0.123     0.165      1.46     0.206      1.95       124      1.19
     1/2    461/7328     0.123     0.165      1.46     0.206      1.95       118      1.43
     1/2    462/7328     0.123     0.165      1.46     0.206      1.95       104      1.18
     1/2    463/7328     0.123     0.165      1.46     0.206      1.95       153      1.25
     1/2    464/7328     0.123     0.165      1.46     0.206      1.95       122      1.19
     1/2    465/7328     0.123     0.165      1.46     0.206      1.96       118      1.22
     1/2    466/7328     0.123     0.165      1.46     0.206      1.95       116      1.19
     1/2    467/7328     0.123     0.165      1.46     0.206      1.96       115      1.29
     1/2    468/7328     0.123     0.165      1.46     0.206      1.95        83      1.29
     1/2    469/7328     0.123     0.165      1.46     0.206      1.95       111      1.34
     1/2    470/7328     0.123     0.166      1.46     0.206      1.96       190      1.21
     1/2    471/7328     0.123     0.166      1.46     0.206      1.96       164      1.13
     1/2    472/7328     0.123     0.166      1.46     0.207      1.96       184      1.31
     1/2    473/7328     0.123     0.166      1.47     0.207      1.96       166      1.16
     1/2    474/7328     0.123     0.166      1.47     0.207      1.96       141      1.25
     1/2    475/7328     0.123     0.166      1.47     0.207      1.96        90      1.17
     1/2    476/7328     0.123     0.166      1.47     0.207      1.96       109      1.23
     1/2    477/7328     0.123     0.166      1.47     0.207      1.96       136      1.23
     1/2    478/7328     0.123     0.166      1.47     0.207      1.96       136      1.33
     1/2    479/7328     0.123     0.166      1.47     0.207      1.96       108      1.25
     1/2    480/7328     0.123     0.166      1.47     0.207      1.96       159      1.23
     1/2    481/7328     0.123     0.166      1.47     0.207      1.96       109      1.21
     1/2    482/7328     0.123     0.166      1.47     0.207      1.96       159      1.19
     1/2    483/7328     0.123     0.166      1.47     0.207      1.96       104       1.2
     1/2    484/7328     0.123     0.166      1.47     0.208      1.96       178      1.27
     1/2    485/7328     0.123     0.166      1.47     0.208      1.97       139      1.28
     1/2    486/7328     0.123     0.166      1.47     0.208      1.96       100      1.59
     1/2    487/7328     0.123     0.166      1.47     0.208      1.96       133      1.19
     1/2    488/7328     0.123     0.166      1.47     0.207      1.96       131       1.3
     1/2    489/7328     0.123     0.166      1.47     0.207      1.96       125      1.18
     1/2    490/7328     0.123     0.166      1.47     0.207      1.96        78      1.24
     1/2    491/7328     0.123     0.166      1.47     0.207      1.97       144      1.53
     1/2    492/7328     0.123     0.166      1.47     0.207      1.97       229       1.3
     1/2    493/7328     0.123     0.166      1.47     0.207      1.97       172      1.23
     1/2    494/7328     0.123     0.166      1.47     0.207      1.97       110      1.59
     1/2    495/7328     0.123     0.166      1.47     0.207      1.97       145      1.23
     1/2    496/7328     0.123     0.166      1.47     0.207      1.97        91      1.44
     1/2    497/7328     0.123     0.166      1.47     0.207      1.97       127      1.18
     1/2    498/7328     0.123     0.166      1.47     0.207      1.97       183      1.29
     1/2    499/7328     0.123     0.166      1.47     0.207      1.97       115      1.23
     1/2    500/7328     0.123     0.166      1.47     0.207      1.97       107      1.36
     1/2    501/7328     0.123     0.166      1.47     0.207      1.97        64      1.22
     1/2    502/7328     0.123     0.166      1.47     0.207      1.97       157      1.18
     1/2    503/7328     0.123     0.166      1.47     0.208      1.97       113      1.52
     1/2    504/7328     0.123     0.166      1.47     0.208      1.97       109      1.29
     1/2    505/7328     0.123     0.166      1.47     0.208      1.97       187      1.31
     1/2    506/7328     0.123     0.166      1.47     0.208      1.97       119      1.36
     1/2    507/7328     0.123     0.166      1.47     0.208      1.97        93      1.22
     1/2    508/7328     0.123     0.166      1.47     0.208      1.97        92       1.3
     1/2    509/7328     0.123     0.166      1.47     0.208      1.97       104      1.28
     1/2    510/7328     0.123     0.166      1.47     0.208      1.97       135      1.26
     1/2    511/7328     0.123     0.166      1.47     0.208      1.97       115      1.18
     1/2    512/7328     0.123     0.166      1.47     0.208      1.97        69      1.21
     1/2    513/7328     0.123     0.166      1.47     0.208      1.97        75       1.3
     1/2    514/7328     0.123     0.166      1.47     0.208      1.97       130      1.25
     1/2    515/7328     0.123     0.166      1.47     0.208      1.97       118      1.19
     1/2    516/7328     0.123     0.166      1.47     0.208      1.97       149      1.35
     1/2    517/7328     0.123     0.166      1.47     0.208      1.97       107      1.32
     1/2    518/7328     0.123     0.166      1.47     0.208      1.97       139      1.22
     1/2    519/7328     0.123     0.166      1.47     0.208      1.97       122      1.19
     1/2    520/7328     0.123     0.166      1.47     0.208      1.97       109       1.3
     1/2    521/7328     0.123     0.166      1.47     0.208      1.97       163      1.22
     1/2    522/7328     0.123     0.166      1.47     0.208      1.97       134      1.15
     1/2    523/7328     0.123     0.166      1.47     0.208      1.97        72      1.23
     1/2    524/7328     0.123     0.166      1.47     0.208      1.97       155      1.25
     1/2    525/7328     0.123     0.166      1.47     0.208      1.97        52      1.19
     1/2    526/7328     0.123     0.166      1.47     0.208      1.97        88      1.28
     1/2    527/7328     0.123     0.166      1.47     0.208      1.97       108      1.32
     1/2    528/7328     0.123     0.166      1.47     0.208      1.97       123      1.23
     1/2    529/7328     0.123     0.166      1.47     0.208      1.97       150      1.32
     1/2    530/7328     0.123     0.166      1.47     0.208      1.97       143      1.23
     1/2    531/7328     0.123     0.166      1.47     0.208      1.97       153      1.26
     1/2    532/7328     0.123     0.166      1.47     0.208      1.97        95      1.12
     1/2    533/7328     0.123     0.166      1.47     0.208      1.97       142      1.23
     1/2    534/7328     0.123     0.166      1.47     0.208      1.97       112      1.27
     1/2    535/7328     0.123     0.166      1.47     0.208      1.97        85      1.18
     1/2    536/7328     0.123     0.166      1.47     0.208      1.97       100      1.16
     1/2    537/7328     0.123     0.166      1.47     0.208      1.97        91      1.14
     1/2    538/7328     0.123     0.166      1.47     0.208      1.97       136       1.3
     1/2    539/7328     0.123     0.166      1.47     0.208      1.97       134      1.27
     1/2    540/7328     0.123     0.166      1.47     0.208      1.97       181      1.24
     1/2    541/7328     0.123     0.166      1.47     0.208      1.97        96       1.6
     1/2    542/7328     0.123     0.166      1.47     0.208      1.97       160      1.43
     1/2    543/7328     0.123     0.166      1.47     0.208      1.97       135      1.09
     1/2    544/7328     0.123     0.166      1.47     0.208      1.97       118      1.19
     1/2    545/7328     0.123     0.166      1.47     0.208      1.97        85      1.27
     1/2    546/7328     0.123     0.166      1.47     0.208      1.97       149      1.26
     1/2    547/7328     0.123     0.166      1.47     0.208      1.97       104      1.22
     1/2    548/7328     0.123     0.166      1.47     0.208      1.97       139      1.39
     1/2    549/7328     0.123     0.166      1.47     0.208      1.97        98      1.28
     1/2    550/7328     0.123     0.166      1.47     0.208      1.97       163      1.31
     1/2    551/7328     0.123     0.166      1.47     0.208      1.97       112      1.36
     1/2    552/7328     0.123     0.166      1.47     0.208      1.97       200      1.31
     1/2    553/7328     0.123     0.166      1.47     0.208      1.97       152      1.33
     1/2    554/7328     0.123     0.166      1.47     0.208      1.97       132      1.35
     1/2    555/7328     0.123     0.166      1.47     0.208      1.97       143      1.37
     1/2    556/7328     0.123     0.166      1.47     0.208      1.97        64      1.18
     1/2    557/7328     0.123     0.166      1.47     0.208      1.97       120      1.13
     1/2    558/7328     0.123     0.166      1.47     0.208      1.97        86      1.29
     1/2    559/7328     0.123     0.166      1.47     0.208      1.97        71      1.35
     1/2    560/7328     0.123     0.166      1.47     0.208      1.97       104      1.28
     1/2    561/7328     0.123     0.166      1.47     0.208      1.97       135      1.25
     1/2    562/7328     0.123     0.166      1.47     0.208      1.97       103      1.25
     1/2    563/7328     0.123     0.166      1.47     0.208      1.97       159       1.3
     1/2    564/7328     0.123     0.166      1.47     0.208      1.97       174       1.2
     1/2    565/7328     0.123     0.166      1.47     0.208      1.97        96      1.12
     1/2    566/7328     0.123     0.166      1.47     0.207      1.97       117      1.32
     1/2    567/7328     0.123     0.166      1.47     0.208      1.97       139      1.32
     1/2    568/7328     0.123     0.166      1.47     0.207      1.97        97      1.28
     1/2    569/7328     0.123     0.166      1.47     0.208      1.97       138      1.23
     1/2    570/7328     0.123     0.166      1.47     0.208      1.97       126      1.33
     1/2    571/7328     0.123     0.166      1.47     0.208      1.97       103      1.25
     1/2    572/7328     0.123     0.166      1.47     0.208      1.97        87      1.27
     1/2    573/7328     0.123     0.166      1.47     0.208      1.97       115      1.27
     1/2    574/7328     0.123     0.166      1.47     0.208      1.97       102      1.21
     1/2    575/7328     0.123     0.166      1.47     0.208      1.97       125       1.4
     1/2    576/7328     0.123     0.166      1.47     0.208      1.97       157      1.38
     1/2    577/7328     0.123     0.166      1.47     0.208      1.97        84      1.17
     1/2    578/7328     0.123     0.166      1.47     0.208      1.97       111      1.27
     1/2    579/7328     0.123     0.166      1.47     0.208      1.97       103       1.3
     1/2    580/7328     0.123     0.166      1.47     0.208      1.97       157      1.23
     1/2    581/7328     0.123     0.166      1.47     0.208      1.97       174      1.27
     1/2    582/7328     0.123     0.166      1.47     0.208      1.97       143      1.34
     1/2    583/7328     0.123     0.166      1.47     0.208      1.97       137      1.27
     1/2    584/7328     0.123     0.166      1.47     0.208      1.97       126       1.3
     1/2    585/7328     0.123     0.166      1.47     0.208      1.97       111      1.29
     1/2    586/7328     0.123     0.166      1.47     0.208      1.97        96      1.18
     1/2    587/7328     0.123     0.166      1.47     0.208      1.97       108       1.4
     1/2    588/7328     0.123     0.166      1.47     0.208      1.97        99      1.22
     1/2    589/7328     0.123     0.166      1.48     0.208      1.97       178      1.19
     1/2    590/7328     0.123     0.166      1.47     0.208      1.97        87      1.25
     1/2    591/7328     0.123     0.166      1.47     0.208      1.97       127       1.3
     1/2    592/7328     0.123     0.166      1.47     0.208      1.97        88      1.13
     1/2    593/7328     0.123     0.166      1.47     0.208      1.97       154      1.19
     1/2    594/7328     0.123     0.166      1.47     0.208      1.97       131       1.6
     1/2    595/7328     0.123     0.166      1.48     0.208      1.97       174      1.32
     1/2    596/7328     0.123     0.166      1.47     0.208      1.97        86      1.31
     1/2    597/7328     0.123     0.166      1.47     0.208      1.97        77      1.19
     1/2    598/7328     0.123     0.166      1.47     0.208      1.97        65      1.43
     1/2    599/7328     0.123     0.166      1.47     0.208      1.97        92       1.3
     1/2    600/7328     0.123     0.166      1.47     0.208      1.97       133      1.26
     1/2    601/7328     0.123     0.166      1.47     0.208      1.97       109      1.18
     1/2    602/7328     0.123     0.166      1.47     0.208      1.97       139      1.26
     1/2    603/7328     0.123     0.166      1.47     0.208      1.97       133      1.22
     1/2    604/7328     0.123     0.166      1.47     0.208      1.97        65      1.23
     1/2    605/7328     0.123     0.166      1.47     0.208      1.97       157      1.31
     1/2    606/7328     0.123     0.166      1.47     0.208      1.97       109      1.62
     1/2    607/7328     0.123     0.166      1.47     0.208      1.97       150      1.27
     1/2    608/7328     0.123     0.166      1.47     0.208      1.97       121      1.31
     1/2    609/7328     0.123     0.166      1.47     0.208      1.97        85      1.25
     1/2    610/7328     0.123     0.166      1.47     0.208      1.97       124      1.24
     1/2    611/7328     0.123     0.166      1.47     0.208      1.97       190      1.29
     1/2    612/7328     0.123     0.166      1.47     0.208      1.97        96      1.33
     1/2    613/7328     0.123     0.166      1.47     0.208      1.97       126      1.22
     1/2    614/7328     0.123     0.166      1.47     0.208      1.97        69      1.34
     1/2    615/7328     0.123     0.166      1.47     0.208      1.97       119      1.21
     1/2    616/7328     0.123     0.166      1.47     0.208      1.97       135      1.26
     1/2    617/7328     0.123     0.166      1.47     0.208      1.97       105       1.2
     1/2    618/7328     0.123     0.166      1.47     0.208      1.97       122      1.34
     1/2    619/7328     0.123     0.166      1.47     0.208      1.97       133      1.24
     1/2    620/7328     0.123     0.166      1.47     0.208      1.97        96      1.32
     1/2    621/7328     0.123     0.166      1.47     0.208      1.97       108      2.45
     1/2    622/7328     0.123     0.166      1.47     0.208      1.97       116      1.43
     1/2    623/7328     0.123     0.166      1.47     0.208      1.97        78      1.31
     1/2    624/7328     0.123     0.166      1.47     0.208      1.97        86      1.26
     1/2    625/7328     0.123     0.166      1.47     0.208      1.97       107      1.33
     1/2    626/7328     0.123     0.166      1.47     0.208      1.97        94      1.26
     1/2    627/7328     0.123     0.166      1.47     0.208      1.97        72      1.27
     1/2    628/7328     0.123     0.166      1.47     0.208      1.97       139      1.26
     1/2    629/7328     0.123     0.166      1.47     0.208      1.97       120      1.27
     1/2    630/7328     0.123     0.166      1.47     0.208      1.97       117      1.34
     1/2    631/7328     0.123     0.166      1.47     0.208      1.97       125      1.26
     1/2    632/7328     0.123     0.166      1.47     0.208      1.97        86      1.48
     1/2    633/7328     0.123     0.166      1.47     0.208      1.96       101      1.35
     1/2    634/7328     0.123     0.166      1.47     0.208      1.96       178      1.25
     1/2    635/7328     0.123     0.166      1.47     0.208      1.96       157      1.28
     1/2    636/7328     0.123     0.166      1.47     0.208      1.96       128      1.34
     1/2    637/7328     0.123     0.166      1.47     0.208      1.96       103      1.33
     1/2    638/7328     0.123     0.166      1.47     0.208      1.96       169       1.4
     1/2    639/7328     0.123     0.166      1.47     0.208      1.97       146      1.15
     1/2    640/7328     0.123     0.166      1.47     0.208      1.97        92      1.27
     1/2    641/7328     0.123     0.166      1.47     0.208      1.97       162      1.26
     1/2    642/7328     0.123     0.166      1.47     0.208      1.97       146      1.32
     1/2    643/7328     0.123     0.166      1.47     0.208      1.97       147      1.25
     1/2    644/7328     0.123     0.166      1.47     0.208      1.97       143      1.35
     1/2    645/7328     0.123     0.166      1.47     0.208      1.97       139      1.58
     1/2    646/7328     0.123     0.166      1.47     0.208      1.97       117      1.23
     1/2    647/7328     0.123     0.167      1.47     0.208      1.97       194      1.49
     1/2    648/7328     0.123     0.167      1.47     0.208      1.97       122      1.35
     1/2    649/7328     0.123     0.167      1.47     0.208      1.97       204      1.23
     1/2    650/7328     0.123     0.167      1.47     0.208      1.97       104      1.27
     1/2    651/7328     0.123     0.167      1.47     0.208      1.97        81       1.2
     1/2    652/7328     0.123     0.166      1.47     0.208      1.97        89      1.22
     1/2    653/7328     0.123     0.166      1.47     0.208      1.97       109      1.36
     1/2    654/7328     0.123     0.166      1.47     0.208      1.97       132      1.24
     1/2    655/7328     0.123     0.166      1.47     0.208      1.97       156      1.38
     1/2    656/7328     0.123     0.166      1.47     0.208      1.97       139      1.42
     1/2    657/7328     0.123     0.167      1.47     0.208      1.97       134      1.49
     1/2    658/7328     0.123     0.167      1.47     0.208      1.97        98       1.3
     1/2    659/7328     0.123     0.167      1.47     0.208      1.97       156      1.33
     1/2    660/7328     0.123     0.167      1.48     0.208      1.97       120      1.75
     1/2    661/7328     0.123     0.167      1.48     0.208      1.97       139      1.38
     1/2    662/7328     0.123     0.167      1.47     0.208      1.97        58      1.21
     1/2    663/7328     0.123     0.167      1.47     0.208      1.97       106      1.26
     1/2    664/7328     0.123     0.167      1.47     0.209      1.97       123      1.25
     1/2    665/7328     0.123     0.167      1.48     0.208      1.97       135      1.37
     1/2    666/7328     0.123     0.167      1.47     0.208      1.97        86      1.21
     1/2    667/7328     0.123     0.167      1.48     0.208      1.97       122      1.31
     1/2    668/7328     0.123     0.167      1.47     0.208      1.97       120      1.33
     1/2    669/7328     0.123     0.167      1.47     0.208      1.97       119      1.46
     1/2    670/7328     0.123     0.167      1.47     0.209      1.97       132       1.5
     1/2    671/7328     0.123     0.167      1.47     0.209      1.97       122      1.57
     1/2    672/7328     0.123     0.167      1.47     0.209      1.97       121      1.33
     1/2    673/7328     0.123     0.167      1.47     0.208      1.97       105      1.38
     1/2    674/7328     0.123     0.167      1.47     0.208      1.97        99      1.37
     1/2    675/7328     0.123     0.167      1.47     0.208      1.97        84      1.38
     1/2    676/7328     0.123     0.167      1.47     0.209      1.97        84      1.22
     1/2    677/7328     0.123     0.167      1.47     0.209      1.97       105      1.38
     1/2    678/7328     0.123     0.167      1.47     0.209      1.97       183      1.26
     1/2    679/7328     0.123     0.167      1.48     0.209      1.97       193       1.3
     1/2    680/7328     0.123     0.167      1.48     0.209      1.97       160      1.29
     1/2    681/7328     0.123     0.167      1.48     0.209      1.98       121      1.26
     1/2    682/7328     0.123     0.167      1.48     0.209      1.97        98      1.31
     1/2    683/7328     0.123     0.167      1.48     0.209      1.98       181      1.27
     1/2    684/7328     0.123     0.167      1.48     0.209      1.97       100      1.27
     1/2    685/7328     0.123     0.167      1.48     0.209      1.97       105      1.24
     1/2    686/7328     0.123     0.167      1.48     0.209      1.97        79       1.3
     1/2    687/7328     0.123     0.167      1.47     0.209      1.97        66      1.23
     1/2    688/7328     0.123     0.167      1.47     0.209      1.97       110      1.14
     1/2    689/7328     0.123     0.167      1.47     0.209      1.97       131      1.23
     1/2    690/7328     0.123     0.167      1.48     0.209      1.97       189      1.16
     1/2    691/7328     0.123     0.167      1.48     0.209      1.97       130      1.42
     1/2    692/7328     0.123     0.167      1.48     0.209      1.97        80      1.23
     1/2    693/7328     0.123     0.167      1.47     0.209      1.97        71      1.16
     1/2    694/7328     0.123     0.167      1.48     0.209      1.97       139      1.67
     1/2    695/7328     0.123     0.167      1.47     0.209      1.97       124      2.11
     1/2    696/7328     0.123     0.167      1.47     0.209      1.97       120      1.23
     1/2    697/7328     0.123     0.167      1.47     0.209      1.97       130      1.34
     1/2    698/7328     0.123     0.167      1.48     0.209      1.97       150      1.35
     1/2    699/7328     0.123     0.167      1.48     0.209      1.97        96      1.32
     1/2    700/7328     0.123     0.167      1.48     0.209      1.97        72      1.21
     1/2    701/7328     0.123     0.167      1.48     0.209      1.97       127      1.37
     1/2    702/7328     0.123     0.167      1.48     0.209      1.97        89      1.51
     1/2    703/7328     0.123     0.167      1.48     0.209      1.97       107      1.36
     1/2    704/7328     0.123     0.167      1.48     0.209      1.97       148      1.47
     1/2    705/7328     0.123     0.167      1.48     0.209      1.97        91      1.45
     1/2    706/7328     0.123     0.167      1.48     0.209      1.98       152      1.51
     1/2    707/7328     0.123     0.167      1.48     0.209      1.98       147      1.53
     1/2    708/7328     0.123     0.167      1.48     0.209      1.97       112      1.62
     1/2    709/7328     0.123     0.167      1.48     0.209      1.97       111      1.55
     1/2    710/7328     0.123     0.167      1.48     0.209      1.98       145       1.6
     1/2    711/7328     0.123     0.167      1.48     0.209      1.98        94      1.59
     1/2    712/7328     0.123     0.167      1.48     0.209      1.98       110      1.49
